artist_url,Associated Artists,Associated Bands,Background,Birth Place,Birth Year,Death Place,Death Year,Genre,Instruments,Name
<http://dbpedia.org/resource/Billy_Eckstine>,"['Charlie_Parker', 'Dizzy_Gillespie', 'Sarah_Vaughan']","['Charlie_Parker', 'Dizzy_Gillespie', 'Sarah_Vaughan']",solo_singer,"['United_States', 'Pittsburgh', 'Pittsburgh,_Pennsylvania']",1914,United_States,1993,['Jazz'],"['Vocals, valve trombone, trumpet, guitar']",Billy Eckstine
<http://dbpedia.org/resource/Johnny_Griffin>,"['Eddie_""Lockjaw""_Davis', 'Thelonious_Monk', 'The_Kenny_Clarke-Francy_Boland_Big_Band']","['Eddie_""Lockjaw""_Davis', 'Thelonious_Monk', 'The_Kenny_Clarke-Francy_Boland_Big_Band']",non_vocal_instrumentalist,['Chicago'],1928,France,2008,"['Bebop', 'Post-bop', 'Hard_bop']",['Tenor_saxophone'],Johnny Griffin
<http://dbpedia.org/resource/McCoy_Tyner>,"['John_Coltrane', 'Stanley_Turrentine', 'Wayne_Shorter', 'Joe_Henderson', 'Freddie_Hubbard', 'Hank_Mobley']","['John_Coltrane', 'Stanley_Turrentine', 'Wayne_Shorter', 'Joe_Henderson', 'Freddie_Hubbard', 'Hank_Mobley']",non_vocal_instrumentalist,['Philadelphia'],1938,,,"['Bebop', 'Cuban_jazz', 'Modal_jazz', 'Post-bop', 'Third_stream', 'Mainstream_jazz', 'Hard_bop']",['Piano'],McCoy Tyner
<http://dbpedia.org/resource/Roy_Eldridge>,['Charlie_Barnet'],['Charlie_Barnet'],non_vocal_instrumentalist,"['Pittsburgh', 'Pittsburgh,_Pennsylvania']",1911,"Valley_Stream,_New_York",1989,"['Jazz', 'Big_band', 'Swing_music']",['Trumpet'],Roy Eldridge
<http://dbpedia.org/resource/Sam_Rivers>,"['Bobby_Hutcherson', 'Cecil_Taylor', 'Miles_Davis', 'Barry_Altschul', 'Tony_Williams_(drummer)', 'Quincy_Jones', 'Tony_Hymas', 'Andrew_Hill', 'Anthony_Braxton', 'Dave_Holland', 'Larry_Young_(musician)', 'Don_Pullen', 'Jimmy_Lyons']","['Bobby_Hutcherson', 'Cecil_Taylor', 'Miles_Davis', 'Barry_Altschul', 'Tony_Williams_(drummer)', 'Quincy_Jones', 'Tony_Hymas', 'Andrew_Hill', 'Anthony_Braxton', 'Dave_Holland', 'Larry_Young_(musician)', 'Don_Pullen', 'Jimmy_Lyons']",non_vocal_instrumentalist,"['Oklahoma', 'El_Reno,_Oklahoma']",1923,"Orlando,_Florida",2011,"['Free_jazz', 'Jazz', 'Avant-garde_jazz']",['Bass_clarinet'],Sam Rivers
<http://dbpedia.org/resource/Gerald_Wiggins>,,,non_vocal_instrumentalist,"['New_York_City', 'New_York_(state)']",1922,Los_Angeles,2008,['Jazz'],"['Piano, organ']",Gerald Wiggins
<http://dbpedia.org/resource/Delfeayo_Marsalis>,,,non_vocal_instrumentalist,"['Louisiana', 'New_Orleans']",1965,,,['Jazz'],['Trombone'],Delfeayo Marsalis
<http://dbpedia.org/resource/Abbey_Lincoln>,,,solo_singer,"['Chicago', 'Chicago,_Illinois']",1930,New_York_City,2010,['Jazz'],['Vocals'],Abbey Lincoln
<http://dbpedia.org/resource/Yusef_Lateef>,['Cannonball_Adderley'],['Cannonball_Adderley'],non_vocal_instrumentalist,"['Chattanooga,_Tennessee']",1920,"Shutesbury,_Massachusetts",2013,"['World_music', 'New-age_music', 'Swing_(genre)', 'Post-bop', 'Jazz', 'Third_stream', 'Jazz_fusion', 'Hard_bop']","['Arghul', 'Shehnai', 'Shofar', 'Bassoon', 'Flute', 'Oboe', 'Piano', 'Bamboo_flute', 'Tenor_saxophone', 'Vocals', 'Koto_(musical_instrument)']",Yusef Lateef
<http://dbpedia.org/resource/Phil_Woods>,"['Benny_Goodman', 'Dizzy_Gillespie', 'Thelonious_Monk', 'Buddy_Rich', 'Gene_Krupa']","['Benny_Goodman', 'Dizzy_Gillespie', 'Thelonious_Monk', 'Buddy_Rich', 'Gene_Krupa']",non_vocal_instrumentalist,"['Springfield,_Massachusetts']",1931,"East_Stroudsburg,_Pennsylvania",2015,['Jazz'],"['Alto_saxophone', 'Soprano_saxophone', 'Clarinet']",Phil Woods
<http://dbpedia.org/resource/Benny_Waters>,,,,,1902,"Columbia,_Maryland",1998,,['Saxophonist'],Benny Waters
<http://dbpedia.org/resource/Ed_Shaughnessy>,['The_Tonight_Show_Band'],['The_Tonight_Show_Band'],non_vocal_instrumentalist,"['United_States', 'Jersey_City,_New_Jersey']",1929,United_States,2013,"['Bebop', 'Big_band']",['Drum_kit'],Ed Shaughnessy
<http://dbpedia.org/resource/Eddie_Marshall>,,,,,1938,,2011,,['Drummer'],Eddie Marshall
<http://dbpedia.org/resource/Oscar_Peterson>,"['Dizzy_Gillespie', 'Ella_Fitzgerald', 'Norman_Granz', 'Benny_Green_(pianist)', 'Coleman_Hawkins', 'Joe_Pass', 'Louis_Armstrong', 'Roy_Eldridge', 'Niels-Henning_Ørsted_Pedersen', 'Count_Basie', 'Clark_Terry', 'Milt_Jackson', 'Ben_Webster', 'Herb_Ellis', 'Barney_Kessel', 'Ray_Brown_(musician)']","['Dizzy_Gillespie', 'Ella_Fitzgerald', 'Norman_Granz', 'Benny_Green_(pianist)', 'Coleman_Hawkins', 'Joe_Pass', 'Louis_Armstrong', 'Roy_Eldridge', 'Niels-Henning_Ørsted_Pedersen', 'Count_Basie', 'Clark_Terry', 'Milt_Jackson', 'Ben_Webster', 'Herb_Ellis', 'Barney_Kessel', 'Ray_Brown_(musician)']",non_vocal_instrumentalist,"['Montreal', 'Canada', 'Quebec']",1925,Ontario,2007,"['Bebop', 'Blues', 'Jazz', 'Third_stream', 'Hard_bop']","['Clavichord', 'Synthesizer', 'Singing']",Oscar Peterson
<http://dbpedia.org/resource/Harold_Ousley>,,,,['Chicago'],1929,,2015,,['Saxophonist'],Harold Ousley
<http://dbpedia.org/resource/Doc_Cheatham>,,,solo_singer,"['United_States', 'Nashville,_Tennessee']",1905,United_States,1997,"['Big_band_music', 'Swing_music', 'Dixieland']","['Trumpet', 'Vocals']",Doc Cheatham
<http://dbpedia.org/resource/Coleman_Hawkins>,"['Max_Roach', 'Ben_Webster']","['Max_Roach', 'Ben_Webster']",non_vocal_instrumentalist,"['United_States', 'Missouri', 'St._Joseph,_Missouri', 'Saint_Joseph,_Missouri']",1904,United_States,1969,"['Bebop', 'Swing_music']","['Bass_saxophone', 'Clarinet', 'Tenor_saxophone']",Coleman Hawkins
<http://dbpedia.org/resource/Lucky_Thompson>,"['Charlie_Parker', 'Dizzy_Gillespie', 'Don_Redman', 'Lionel_Hampton', 'Count_Basie', 'Lucky_Millinder', 'Billy_Eckstine']","['Charlie_Parker', 'Dizzy_Gillespie', 'Don_Redman', 'Lionel_Hampton', 'Count_Basie', 'Lucky_Millinder', 'Billy_Eckstine']",non_vocal_instrumentalist,"['Columbia,_South_Carolina']",1924,Seattle,2005,['Jazz'],"['Tenor saxophone, soprano saxophone']",Lucky Thompson
<http://dbpedia.org/resource/Neal_Hefti>,,,non_vocal_instrumentalist,"['Nebraska', 'Hastings,_Nebraska']",1922,Los_Angeles,2008,"['Big_band_music', 'Swing_music']",['Trumpet'],Neal Hefti
<http://dbpedia.org/resource/Billie_Holiday>,"['Ella_Fitzgerald', 'Artie_Shaw', 'Sarah_Vaughan', 'Lester_Young', 'Louis_Armstrong', 'Carmen_McRae', 'Count_Basie', 'Lena_Horne', 'Tony_Scott']","['Ella_Fitzgerald', 'Artie_Shaw', 'Sarah_Vaughan', 'Lester_Young', 'Louis_Armstrong', 'Carmen_McRae', 'Count_Basie', 'Lena_Horne', 'Tony_Scott']",solo_singer,['Philadelphia'],1915,New_York_City,1959,"['R&B', 'Torch_song', 'Blues', 'Vocal_jazz', 'Swing_music', 'Jazz_blues']",['Singing'],Billie Holiday
<http://dbpedia.org/resource/Snooky_Young>,"['Sarah_Vaughan', 'Clayton-Hamilton_Jazz_Orchestra', 'Thad_Jones/Mel_Lewis_Big_Band', 'B._B._King', 'Lionel_Hampton', 'Tony_Bennett', 'Quincy_Jones', 'The_Band', 'Wes_Montgomery', 'Jimmie_Lunceford', 'The_Tonight_Show_Band', 'Count_Basie_Orchestra']","['Sarah_Vaughan', 'Clayton-Hamilton_Jazz_Orchestra', 'Thad_Jones/Mel_Lewis_Big_Band', 'B._B._King', 'Lionel_Hampton', 'Tony_Bennett', 'Quincy_Jones', 'The_Band', 'Wes_Montgomery', 'Jimmie_Lunceford', 'The_Tonight_Show_Band', 'Count_Basie_Orchestra']",non_vocal_instrumentalist,"['Dayton,_Ohio']",1919,"Newport_Beach,_California",2011,['Jazz'],"['Trumpet', 'Flugelhorn']",Snooky Young
<http://dbpedia.org/resource/Ella_Fitzgerald>,,,,"['Newport_News,_Virginia']",1917,"Beverly_Hills,_California",1996,,['Singer'],Ella Fitzgerald
<http://dbpedia.org/resource/Lester_Young>,,,non_vocal_instrumentalist,"['Woodville,_Mississippi', 'Mississippi']",1909,New_York_City,1959,['Jazz'],['Tenor_saxophone'],Lester Young
<http://dbpedia.org/resource/Ben_Webster>,"['Duke_Ellington', 'Coleman_Hawkins', 'Oscar_Peterson']","['Duke_Ellington', 'Coleman_Hawkins', 'Oscar_Peterson']",non_vocal_instrumentalist,"['Kansas_City,_Missouri']",1909,Amsterdam,1973,['Jazz'],['Tenor_saxophone'],Ben Webster
<http://dbpedia.org/resource/John_Levy_(musician)>,,,non_vocal_instrumentalist,['New_Orleans'],1912,"Altadena,_California",2012,,['bass'],John Levy (musician)
<http://dbpedia.org/resource/Red_Saunders_%28musician%29>,,,,"['Memphis,_Tennessee']",1912,Chicago,1981,,['Drummer'],Red Saunders (musician)
<http://dbpedia.org/resource/Johnny_Pate>,"['Kenny_Burrell', 'Jimmy_Smith_(musician)', 'Stan_Getz', 'Wes_Montgomery', 'Monty_Alexander', 'Phil_Woods', 'Shirley_Horn', 'James_Moody_(saxophonist)']","['Kenny_Burrell', 'Jimmy_Smith_(musician)', 'Stan_Getz', 'Wes_Montgomery', 'Monty_Alexander', 'Phil_Woods', 'Shirley_Horn', 'James_Moody_(saxophonist)']",non_vocal_instrumentalist,"['Chicago_Heights,_Illinois']",1923,,,"['Funk', 'Jazz', 'Pop_music', 'Chicago_soul']",['Bass_(guitar)'],Johnny Pate
<http://dbpedia.org/resource/Victor_Sproles>,,,,['Chicago'],1927,,,,,Victor Sproles
<http://dbpedia.org/resource/Budd_Johnson>,,,non_vocal_instrumentalist,['Dallas'],1910,"Kansas_City,_Missouri",1984,,"['Soprano_saxophone', 'Clarinet', 'Tenor_saxophone']",Budd Johnson
<http://dbpedia.org/resource/Willie_%22The_Lion%22_Smith>,,,,,,,,,,"http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
<http://dbpedia.org/resource/Johnny_Long_%28musician%29>,,,non_vocal_instrumentalist,,1914,,1972,"['Big_band_music', 'Swing_music']",['Violin'],Johnny Long (musician)
<http://dbpedia.org/resource/Charlie_Parker>,"['Dizzy_Gillespie', 'Miles_Davis', 'Max_Roach']","['Dizzy_Gillespie', 'Miles_Davis', 'Max_Roach']",non_vocal_instrumentalist,"['Kansas_City,_Kansas']",1920,New_York_City,1955,"['Bebop', 'Jazz']","['C.G._Conn', 'Grafton_saxophone', 'King_Musical_Instruments', 'Buescher_Band_Instrument_Company']",Charlie Parker
<http://dbpedia.org/resource/Charlie_Barnet>,"['Roy_Eldridge', 'Buddy_DeFranco', 'Neal_Hefti', 'Billy_May']","['Roy_Eldridge', 'Buddy_DeFranco', 'Neal_Hefti', 'Billy_May']",non_vocal_instrumentalist,['New_York_City'],1913,San_Diego,1991,"['Big_band_music', 'Swing_music']",['Saxophone'],Charlie Barnet
<http://dbpedia.org/resource/South_Park_Mexican>,"['Screwed_Up_Click', 'Fat_Pat_(rapper)', 'Juan_Gotti', 'DJ_Screw', 'Baby_Bash']","['Screwed_Up_Click', 'Fat_Pat_(rapper)', 'Juan_Gotti', 'DJ_Screw', 'Baby_Bash']",solo_singer,['Houston'],1970,,,['Hip_hop_music'],['Rapper'],South Park Mexican
<http://dbpedia.org/resource/Nick_Cooper>,"['Free_Radicals_(band)', 'Sprawl_(band)']","['Free_Radicals_(band)', 'Sprawl_(band)']",non_vocal_instrumentalist,['New_York'],1968,,,['Funk'],['drums'],Nick Cooper
<http://dbpedia.org/resource/Freddie_Green>,['Count_Basie'],['Count_Basie'],non_vocal_instrumentalist,"['Charleston,_South_Carolina']",1911,Las_Vegas,1987,['Jazz'],['Guitar'],Freddie Green
<http://dbpedia.org/resource/Earl_Hines>,,,non_vocal_instrumentalist,"['Duquesne,_Pennsylvania', 'Fort_Duquesne']",1903,"Oakland,_California",1983,"['Jazz', 'Big_band', 'Swing_(music)']",['Piano'],Earl Hines
<http://dbpedia.org/resource/Lena_Horne>,,,,"['Bedford–Stuyvesant,_Brooklyn', 'New_York_City', 'New_York_(state)']",1917,New_York_City,2010,,['Singer'],Lena Horne
<http://dbpedia.org/resource/Gerald_Wilson>,"['Sarah_Vaughan', 'Nancy_Wilson_(jazz_singer)', 'Jimmy_Lunceford']","['Sarah_Vaughan', 'Nancy_Wilson_(jazz_singer)', 'Jimmy_Lunceford']",non_vocal_instrumentalist,"['Shelby,_Mississippi']",1918,Los_Angeles,2014,"['Jazz', 'Popular_music']",['Trumpet'],Gerald Wilson
<http://dbpedia.org/resource/Ivie_Anderson>,['Duke_Ellington'],['Duke_Ellington'],solo_singer,"['Gilroy,_California']",1905,Los_Angeles,1949,['Jazz'],['Vocals'],Ivie Anderson
<http://dbpedia.org/resource/Roy_Hargrove>,"['Johnny_Griffin', 'David_Newman_(jazz_musician)', 'The_RH_Factor', 'Joe_Henderson', 'Wynton_Marsalis']","['Johnny_Griffin', 'David_Newman_(jazz_musician)', 'The_RH_Factor', 'Joe_Henderson', 'Wynton_Marsalis']",non_vocal_instrumentalist,"['Waco,_Texas', 'Texas']",1969,,,"['Soul_music', 'Latin_jazz', 'Post_bop', 'Hard_bop', 'M-Base']","['Trumpet', 'Flugelhorn']",Roy Hargrove
<http://dbpedia.org/resource/Buddy_Bolden>,,,non_vocal_instrumentalist,['New_Orleans'],1877,"Jackson,_Mississippi",1931,"['Blues', 'Jazz']",['Cornet'],Buddy Bolden
<http://dbpedia.org/resource/Sarah_Vaughan>,,,solo_singer,"['Newark,_New_Jersey']",1924,"Hidden_Hills,_California",1990,"['Bebop', 'Bossa_nova', 'Vocal_jazz', 'Smooth_jazz', 'Traditional_pop_music']",['Singer'],Sarah Vaughan
<http://dbpedia.org/resource/Count_Basie>,,,non_vocal_instrumentalist,"['Red_Bank,_New_Jersey']",1904,"Hollywood,_Florida",1984,"['Piano_blues', 'Big_band_music', 'Jazz', 'Swing_music']",['Organ_(music)'],Count Basie
<http://dbpedia.org/resource/Nicholas_Payton>,"['The_Blue_Note_7', 'Young_Tuxedo_Brass_Band']","['The_Blue_Note_7', 'Young_Tuxedo_Brass_Band']",non_vocal_instrumentalist,['New_Orleans'],1973,,,"['Jazz', 'Jazz_fusion']",['Electric_piano'],Nicholas Payton
<http://dbpedia.org/resource/Sonny_Cohn>,"['Count_Basie', 'Red_Saunders_(musician)']","['Count_Basie', 'Red_Saunders_(musician)']",non_vocal_instrumentalist,,1925,,2006,['Jazz'],['Trumpet'],Sonny Cohn
<http://dbpedia.org/resource/John_Coltrane>,"['Dizzy_Gillespie', 'Eric_Dolphy', 'Thelonious_Monk', 'Pharoah_Sanders', 'Alice_Coltrane', 'Miles_Davis_Quintet']","['Dizzy_Gillespie', 'Eric_Dolphy', 'Thelonious_Monk', 'Pharoah_Sanders', 'Alice_Coltrane', 'Miles_Davis_Quintet']",non_vocal_instrumentalist,"['Hamlet,_North_Carolina']",1926,"Huntington,_New_York",1967,"['Modal_jazz', 'Free_jazz', 'Avant-garde_jazz', 'Hard_bop']","['Alto_saxophone', 'Soprano_saxophone', 'Tenor_saxophone']",John Coltrane
<http://dbpedia.org/resource/Jo_Jones>,['Count_Basie'],['Count_Basie'],non_vocal_instrumentalist,['Chicago'],1911,New_York_City,1985,['Jazz'],['Drums'],Jo Jones
<http://dbpedia.org/resource/Jimmy_Jones_%28pianist%29>,,,,"['Memphis,_Tennessee']",1918,Los_Angeles,1982,,['Pianist'],Jimmy Jones (pianist)
<http://dbpedia.org/resource/Duke_Ellington>,,,non_vocal_instrumentalist,"['Washington,_D.C.']",1899,New_York_City,1974,"['Swing_music', 'Orchestral_jazz']",['Piano'],Duke Ellington
<http://dbpedia.org/resource/Jabbo_Smith>,,,non_vocal_instrumentalist,"['Pembroke,_Georgia']",1908,New_York_City,1991,['Jazz'],['Musician'],Jabbo Smith
<http://dbpedia.org/resource/Lee_Young>,,,,['New_Orleans'],1914,Los_Angeles,2008,,['Drummer'],Lee Young
<http://dbpedia.org/resource/Ernie_Royal>,,,,['Los_Angeles'],1921,New_York_City,1983,,['Trumpeter'],Ernie Royal
<http://dbpedia.org/resource/Dexter_Gordon>,"['Dizzy_Gillespie', 'Wardell_Gray', 'Lionel_Hampton', 'Billy_Eckstine', 'Gene_Ammons']","['Dizzy_Gillespie', 'Wardell_Gray', 'Lionel_Hampton', 'Billy_Eckstine', 'Gene_Ammons']",non_vocal_instrumentalist,"['California', 'Los_Angeles']",1923,Pennsylvania,1990,"['Bebop', 'Jazz', 'Swing_music', 'Hard_bop']","['Tenor saxophone, Soprano saxophone']",Dexter Gordon
<http://dbpedia.org/resource/Al_Grey>,"['Dizzy_Gillespie', 'Lionel_Hampton', 'Benny_Carter']","['Dizzy_Gillespie', 'Lionel_Hampton', 'Benny_Carter']",non_vocal_instrumentalist,"['Aldie,_Virginia']",1925,"Phoenix,_Arizona",2000,"['Big_band_music', 'Swing_music', 'Orchestral_jazz']",['Trombone'],Al Grey
<http://dbpedia.org/resource/Illinois_Jacquet>,"['Cab_Calloway', 'Dexter_Gordon', 'Flip_Phillips']","['Cab_Calloway', 'Dexter_Gordon', 'Flip_Phillips']",non_vocal_instrumentalist,"['Broussard,_Louisiana']",1922,Queens,2004,"['Bebop', 'Jump_blues', 'Swing_music']","['Alto_saxophone', 'Bassoon', 'Tenor_saxophone']",Illinois Jacquet
<http://dbpedia.org/resource/Milt_Buckner>,"['Cab_Calloway', 'Lionel_Hampton']","['Cab_Calloway', 'Lionel_Hampton']",non_vocal_instrumentalist,['St._Louis'],1915,Chicago,1977,['Jazz'],['Hammond_organ'],Milt Buckner
<http://dbpedia.org/resource/Louis_Armstrong>,,,,"['Louisiana', 'New_Orleans']",1901,New_York_City,1971,,['Trumpeter'],Louis Armstrong
<http://dbpedia.org/resource/Teddy_Wilson>,"['Benny_Goodman', 'Billie_Holiday', 'Lester_Young', 'Louis_Armstrong', 'Earl_Hines', 'Lena_Horne']","['Benny_Goodman', 'Billie_Holiday', 'Lester_Young', 'Louis_Armstrong', 'Earl_Hines', 'Lena_Horne']",non_vocal_instrumentalist,"['Austin,_Texas']",1912,"New_Britain,_Connecticut",1986,['Jazz'],['Piano'],Teddy Wilson
<http://dbpedia.org/resource/Stevie_Wonder>,,,solo_singer,"['Saginaw,_Michigan']",1950,,,"['Funk', 'Jazz', 'Pop_music', 'Rhythm_and_blues', 'Soul_music']",['*Vocals\n*keyboards\n*harmonica'],Stevie Wonder
<http://dbpedia.org/resource/Johnny_Hodges>,"['Duke_Ellington', 'Lucky_Roberts', 'Chick_Webb', 'Sidney_Bechet']","['Duke_Ellington', 'Lucky_Roberts', 'Chick_Webb', 'Sidney_Bechet']",non_vocal_instrumentalist,"['Cambridge,_Massachusetts']",1906,New_York_City,1970,"['Jazz', 'Swing_music']","['Alto_saxophone', 'Soprano_saxophone', 'Clarinet']",Johnny Hodges
<http://dbpedia.org/resource/Dewey_Redman>,"['Don_Cherry_(trumpeter)', 'Charlie_Haden', 'Ornette_Coleman', 'Pat_Metheny', 'Old_and_New_Dreams', 'Keith_Jarrett', 'Ed_Blackwell']","['Don_Cherry_(trumpeter)', 'Charlie_Haden', 'Ornette_Coleman', 'Pat_Metheny', 'Old_and_New_Dreams', 'Keith_Jarrett', 'Ed_Blackwell']",non_vocal_instrumentalist,"['Fort_Worth', 'Fort_Worth,_Texas', 'Texas']",1931,Brooklyn,2006,"['Free_jazz', 'Post-bop', 'Jazz', 'Avant-garde_jazz']","['Alto_saxophone', 'Clarinet', 'Suona', 'Tenor_saxophone']",Dewey Redman
<http://dbpedia.org/resource/Benny_Goodman>,,,non_vocal_instrumentalist,['Chicago'],1909,New_York_City,1986,"['Big_band_music', 'Swing_music']",['Clarinet'],Benny Goodman
<http://dbpedia.org/resource/Glenn_Miller>,"['Marion_Hutton', 'Glenn_Miller_Orchestra', 'The_Modernaires']","['Marion_Hutton', 'Glenn_Miller_Orchestra', 'The_Modernaires']",non_vocal_instrumentalist,"['Clarinda,_Iowa']",1904,English_Channel,1944,"['Big_band', 'Swing_music']",['Trombone'],Glenn Miller
<http://dbpedia.org/resource/Junior_Mance>,,,non_vocal_instrumentalist,"['Chicago', 'Evanston,_Illinois']",1928,,,['Hard_bop'],['Piano'],Junior Mance
<http://dbpedia.org/resource/Dinah_Washington>,"['Nat_King_Cole', 'Lionel_Hampton', 'Brook_Benton']","['Nat_King_Cole', 'Lionel_Hampton', 'Brook_Benton']",solo_singer,"['Tuscaloosa,_Alabama']",1924,Detroit,1963,"['Gospel_music', 'Blues', 'Jazz', 'Rhythm_and_blues', 'Traditional_pop_music']",['Vibraphone'],Dinah Washington
<http://dbpedia.org/resource/Sweets_Edison>,"['Ella_Fitzgerald', 'Lester_Young', 'Frank_Sinatra', 'Oscar_Peterson', 'Eddie_""Lockjaw""_Davis', 'Buddy_Rich', 'Ben_Webster', 'Count_Basie_Orchestra']","['Ella_Fitzgerald', 'Lester_Young', 'Frank_Sinatra', 'Oscar_Peterson', 'Eddie_""Lockjaw""_Davis', 'Buddy_Rich', 'Ben_Webster', 'Count_Basie_Orchestra']",non_vocal_instrumentalist,"['Columbus,_Ohio']",1915,"Columbus,_Ohio",1999,"['Jazz', 'Swing_music']",['Trumpet'],Harry Edison
<http://dbpedia.org/resource/Art_Tatum>,,,non_vocal_instrumentalist,"['Toledo,_Ohio']",1909,Los_Angeles,1956,"['Jazz', 'Stride_(music)']",['Piano'],Art Tatum
<http://dbpedia.org/resource/Eddie_Condon>,"['George_Brunies', 'Jack_Teagarden', 'Billy_Butterfield', 'Bobby_Hackett', 'Walter_Page', 'George_Wettling', 'Ralph_Sutton', 'Pee_Wee_Russell', 'Wild_Bill_Davison']","['George_Brunies', 'Jack_Teagarden', 'Billy_Butterfield', 'Bobby_Hackett', 'Walter_Page', 'George_Wettling', 'Ralph_Sutton', 'Pee_Wee_Russell', 'Wild_Bill_Davison']",non_vocal_instrumentalist,"['Goodland,_Indiana', 'Indiana']",1905,New_York_City,1973,['Jazz'],['Guitar'],Eddie Condon
<http://dbpedia.org/resource/Sidney_Bechet>,"['Tommy_Ladnier', 'Louis_Armstrong']","['Tommy_Ladnier', 'Louis_Armstrong']",non_vocal_instrumentalist,"['Louisiana', 'New_Orleans']",1897,Garches,1959,"['Jazz', 'Dixieland']","['Drums', 'Soprano_saxophone', 'Clarinet', 'Cornet', 'Double_bass', 'Piano', 'Tenor_Saxophone']",Sidney Bechet
<http://dbpedia.org/resource/Wynton_Marsalis>,"['English_Chamber_Orchestra', 'Jazz_at_Lincoln_Center_Orchestra']","['English_Chamber_Orchestra', 'Jazz_at_Lincoln_Center_Orchestra']",non_vocal_instrumentalist,"['New_Orleans,_Louisiana', 'New_Orleans']",1961,,,"['Post-bop', 'Baroque', 'Funk', 'Jazz', 'Big_band', 'Third_stream', 'Jazz_poetry', 'Jazz_fusion', 'Avant-garde_jazz', 'Jazz-funk', 'Dixieland']","['Cornet', 'Flugelhorn', 'Flumpet']",Wynton Marsalis
<http://dbpedia.org/resource/B%C3%A9la_Fleck>,,,,['New_York_City'],1958,,,,['Player'],Béla Fleck
<http://dbpedia.org/resource/Tommy_Flanagan>,"['Ella_Fitzgerald', 'John_Coltrane', 'Coleman_Hawkins', 'Kenny_Burrell', 'Sonny_Rollins']","['Ella_Fitzgerald', 'John_Coltrane', 'Coleman_Hawkins', 'Kenny_Burrell', 'Sonny_Rollins']",non_vocal_instrumentalist,"['Detroit', 'Michigan']",1930,New_York_City,2001,"['Bebop', 'Mainstream_jazz', 'Hard_bop']",['Piano'],Tommy Flanagan
<http://dbpedia.org/resource/Barbara_Carroll>,,,solo_singer,"['Worcester,_Massachusetts']",1925,,,['Jazz'],['Piano'],Barbara Carroll
<http://dbpedia.org/resource/Billy_Hart>,"['Herbie_Hancock', 'The_Cookers']","['Herbie_Hancock', 'The_Cookers']",non_vocal_instrumentalist,"['Washington,_D.C.']",1940,,,"['Jazz', 'Jazz_fusion']",['Drums'],Billy Hart
<http://dbpedia.org/resource/Joe_Morello>,"['Eugene_Wright', 'Dave_Brubeck', 'Paul_Desmond', 'The_Dave_Brubeck_Quartet']","['Eugene_Wright', 'Dave_Brubeck', 'Paul_Desmond', 'The_Dave_Brubeck_Quartet']",non_vocal_instrumentalist,"['Springfield,_Massachusetts']",1928,"Irvington,_New_Jersey",2011,"['Cool_jazz', 'Jazz', 'Third_stream', 'West_Coast_jazz']",['Drum_kit'],Joe Morello
<http://dbpedia.org/resource/Gene_Krupa>,"[""Anita_O'Day"", 'Benny_Goodman', 'Eddie_Condon', 'Louie_Bellson']","[""Anita_O'Day"", 'Benny_Goodman', 'Eddie_Condon', 'Louie_Bellson']",non_vocal_instrumentalist,"['Chicago', 'Chicago,_Illinois']",1909,"Yonkers,_New_York",1973,"['Jazz', 'Swing_music', 'Dixieland']",['Drum_kit'],Gene Krupa
<http://dbpedia.org/resource/Woody_Herman>,['Isham_Jones'],['Isham_Jones'],non_vocal_instrumentalist,['Milwaukee'],1913,California,1987,"['Cool_jazz', 'Big_band_music', 'Swing_music']","['Clarinet', 'Saxophone', 'Vocals']",Woody Herman
<http://dbpedia.org/resource/Grady_Tate>,,,non_vocal_instrumentalist,"['Durham,_North_Carolina']",1932,,,"['Bebop', 'Jazz', 'Hard_bop']",['Drums'],Grady Tate
<http://dbpedia.org/resource/Hazel_Scott>,,,,"['Port_of_Spain', 'Trinidad_and_Tobago']",1920,Mount_Sinai_Medical_Center,1981,,['Jazz'],Hazel Scott
<http://dbpedia.org/resource/Toshiko_Akiyoshi>,['Toshiko_Akiyoshi_–_Lew_Tabackin_Big_Band'],['Toshiko_Akiyoshi_–_Lew_Tabackin_Big_Band'],non_vocal_instrumentalist,"['Republic_of_China_(1912–49)', 'Liaoyang', 'Manchuria']",1929,,,['Jazz'],['Piano'],Toshiko Akiyoshi
<http://dbpedia.org/resource/Benny_Carter>,"['Billie_Holiday', 'Dizzy_Gillespie', 'Oscar_Peterson', 'Fats_Waller', 'Marian_McPartland', 'Ray_Charles', 'Phil_Woods']","['Billie_Holiday', 'Dizzy_Gillespie', 'Oscar_Peterson', 'Fats_Waller', 'Marian_McPartland', 'Ray_Charles', 'Phil_Woods']",non_vocal_instrumentalist,['New_York_City'],1907,Los_Angeles,2003,"['Big_band_music', 'Jazz', 'Swing_music']","['Saxophone, trumpet, clarinet']",Benny Carter
<http://dbpedia.org/resource/Billy_Strayhorn>,['Duke_Ellington'],['Duke_Ellington'],non_performing_personnel,"['Dayton,_Ohio']",1915,New_York_City,1967,"['Classical_music', 'Swing_music', 'Mainstream_jazz']",['Piano'],Billy Strayhorn
