artist_url,Associated Artists,Associated Bands,Background,Birth Place,Birth Year,Death Place,Death Year,Genre,Instruments,Name
<http://dbpedia.org/resource/Earle_Warren>,,,,"['Springfield,_Ohio']",1914,"Springfield,_Ohio",1994,,['Saxophonist'],Earle Warren
<http://dbpedia.org/resource/Marvin_Peterson>,,,non_vocal_instrumentalist,"['Smithville,_Texas', 'Texas']",1948,,,"['Jazz', 'Post_bop']",['Trumpet'],Hannibal Lokumbe
<http://dbpedia.org/resource/Paul_Bascomb>,,,,"['Birmingham,_Alabama']",1912,Chicago,1986,,['Saxophonist'],Paul Bascomb
<http://dbpedia.org/resource/Ike_Isaacs_%28bassist%29>,,,,"['Akron,_Ohio']",1923,Atlanta,1981,,['Bassist'],Ike Isaacs (bassist)
<http://dbpedia.org/resource/Vincent_Gardner>,,,,['Chicago'],1972,,,,['Trombonist'],Vincent Gardner
<http://dbpedia.org/resource/Gene_Perla>,,,,,1940,,,,['Perla'],Gene Perla
<http://dbpedia.org/resource/Wayman_Carver>,,,,"['Portsmouth,_Virginia']",1905,Atlanta,1967,,['Flautist'],Wayman Carver
<http://dbpedia.org/resource/Dick_Griffin>,,,,,1940,,,,['Trombonist'],Dick Griffin
<http://dbpedia.org/resource/Makanda_Ken_McIntyre>,,,,['Boston'],1931,,2001,,['Musician'],Makanda Ken McIntyre
<http://dbpedia.org/resource/Julius_Watkins>,,,,['New_Jersey'],1921,Detroit,1977,,['Musician'],Julius Watkins
<http://dbpedia.org/resource/Baby_Face_Willette>,,,,,1933,,1971,,['Bop'],Baby Face Willette
<http://dbpedia.org/resource/John_Hicks_%28jazz_pianist%29>,,,non_vocal_instrumentalist,"['Georgia_(U.S._state)', 'Atlanta']",1941,,2006,"['Bebop', 'Modal_jazz', 'Free_jazz', 'Hard_bop']",['Piano'],John Hicks (jazz pianist)
<http://dbpedia.org/resource/Cecil_Bridgewater>,"['Horace_Silver', 'Max_Roach', 'The_Thad_Jones_/_Mel_Lewis_Orchestra']","['Horace_Silver', 'Max_Roach', 'The_Thad_Jones_/_Mel_Lewis_Orchestra']",non_vocal_instrumentalist,"['United_States', 'Illinois', 'Urbana,_Illinois']",1942,,,['Hard_bop'],['Trumpet'],Cecil Bridgewater
<http://dbpedia.org/resource/Horace_Silver>,"['Miles_Davis', 'Joe_Henderson', 'Blue_Mitchell', 'Art_Farmer', 'Junior_Cook', 'Art_Blakey', 'Hank_Mobley']","['Miles_Davis', 'Joe_Henderson', 'Blue_Mitchell', 'Art_Farmer', 'Junior_Cook', 'Art_Blakey', 'Hank_Mobley']",non_vocal_instrumentalist,"['Norwalk,_Connecticut']",1928,"New_Rochelle,_New_York",2014,"['Jazz', 'Jazz_fusion', 'Mainstream_jazz', 'Soul_jazz', 'Hard_bop']",['Piano'],Horace Silver
<http://dbpedia.org/resource/O._C._Smith>,,,solo_singer,"['United_States', 'Louisiana', 'Mansfield,_Louisiana']",1932,,2001,"['Jazz', 'Rhythm_and_blues', 'Soul_music']",['Human_voice'],O. C. Smith
<http://dbpedia.org/resource/Mel_Lewis>,"['Stan_Kenton', 'The_Thad_Jones/Mel_Lewis_Orchestra', 'Woody_Herman']","['Stan_Kenton', 'The_Thad_Jones/Mel_Lewis_Orchestra', 'Woody_Herman']",non_vocal_instrumentalist,"['Buffalo,_New_York']",1929,New_York_City,1990,['Jazz'],['Drums'],Mel Lewis
<http://dbpedia.org/resource/Roland_Hanna>,,,non_vocal_instrumentalist,"['Detroit', 'Detroit,_Michigan']",1932,"Hackensack,_New_Jersey",2002,"['Jazz', 'Avant-garde', 'Jazz_fusion']","['Piano, electric piano, cello']",Roland Hanna
<http://dbpedia.org/resource/Albert_Ayler>,"['Alan_Silva', 'Donald_Ayler', 'Don_Cherry_(trumpeter)', 'Henry_Vestine', 'Roswell_Rudd', 'Gary_Peacock', 'Sunny_Murray']","['Alan_Silva', 'Donald_Ayler', 'Don_Cherry_(trumpeter)', 'Henry_Vestine', 'Roswell_Rudd', 'Gary_Peacock', 'Sunny_Murray']",non_vocal_instrumentalist,"['United_States', 'Cleveland', 'Ohio']",1936,New_York_City,1970,"['Free_jazz', 'Jazz', 'Avant-garde_jazz']","['Alto_saxophone', 'Soprano_saxophone', 'Tenor_saxophone']",Albert Ayler
<http://dbpedia.org/resource/J._R._Monterose>,"['Henry_Busse', 'Claude_Thornhill', 'Kenny_Dorham', 'Buddy_Rich']","['Henry_Busse', 'Claude_Thornhill', 'Kenny_Dorham', 'Buddy_Rich']",non_vocal_instrumentalist,"['Detroit', 'Detroit,_Michigan']",1927,"Utica,_New_York",1993,['Jazz'],['Saxophone'],J. R. Monterose
<http://dbpedia.org/resource/Don_Rader>,,,,,,,,,,Don Rader
<http://dbpedia.org/resource/Oliver_Nelson>,,,non_vocal_instrumentalist,"['Missouri', 'St._Louis']",1932,Los_Angeles,1975,"['Bebop', 'Post-bop', 'Jazz_fusion', 'Hard_bop']","['Alto_saxophone', 'Soprano_saxophone', 'Tenor_saxophone']",Oliver Nelson
<http://dbpedia.org/resource/Billy_Mitchell_%28jazz_musician%29>,,,,"['Kansas_City,_Missouri']",1926,,2001,,['Mitchell'],Billy Mitchell (jazz musician)
<http://dbpedia.org/resource/Vernon_Alley>,,,,"['Winnemucca,_Nevada']",1915,San_Francisco,2004,,['Alley'],Vernon Alley
<http://dbpedia.org/resource/J._C._Heard>,,,non_vocal_instrumentalist,"['United_States', 'Dayton,_Ohio', 'Ohio']",1917,United_States,1988,"['Bebop', 'Blues', 'Swing_music']",['United'],J. C. Heard
<http://dbpedia.org/resource/Don_Byas>,,,non_vocal_instrumentalist,"['Muskogee,_Oklahoma']",1912,Amsterdam,1972,"['Bebop', 'Swing_music']",['Tenor_saxophone'],Don Byas
<http://dbpedia.org/resource/Stanley_Clarke>,"['Return_to_Forever', 'Chick_Corea', 'Jeff_Beck', 'George_Duke', 'Jean-Luc_Ponty', 'Animal_Logic_(band)', 'SMV_(band)', 'Clarke/Duke_Project']","['Return_to_Forever', 'Chick_Corea', 'Jeff_Beck', 'George_Duke', 'Jean-Luc_Ponty', 'Animal_Logic_(band)', 'SMV_(band)', 'Clarke/Duke_Project']",non_vocal_instrumentalist,['Philadelphia'],1951,,,"['Funk', 'Jazz', 'Rhythm_and_blues', 'Jazz_fusion']",['Alembic_Inc'],Stanley Clarke
<http://dbpedia.org/resource/J._C._Higginbotham>,"['Red_Allen', 'Luis_Russell', 'Benny_Carter']","['Red_Allen', 'Luis_Russell', 'Benny_Carter']",non_vocal_instrumentalist,,1906,New_York_City,1973,['Jazz'],['Trombone'],J. C. Higginbotham
<http://dbpedia.org/resource/George_Russell_%28composer%29>,,,non_vocal_instrumentalist,"['Cincinnati,_Ohio', 'Cincinnati']",1923,"Boston,_Massachusetts",2009,['Jazz'],['Piano'],George Russell (composer)
<http://dbpedia.org/resource/Junior_Walker>,,,solo_singer,"['Blytheville,_Arkansas']",1931,"Battle_Creek,_Michigan",1995,"['Disco', 'Rhythm_and_blues']",['Tenor_saxophone'],Junior Walker
<http://dbpedia.org/resource/Curtis_Fuller>,,,non_vocal_instrumentalist,"['Detroit', 'Michigan']",1934,,,"['Bebop', 'Jazz', 'Hard_bop']",['Trombone'],Curtis Fuller
<http://dbpedia.org/resource/Pharez_Whitted>,"['John_Mellencamp', 'Slide_Hampton', 'Bobby_Broom', 'Virtue_Hampton_Whitted', 'Bob_Hurst']","['John_Mellencamp', 'Slide_Hampton', 'Bobby_Broom', 'Virtue_Hampton_Whitted', 'Bob_Hurst']",non_vocal_instrumentalist,['Indianapolis'],1960,,,"['Funk', 'Jazz', 'Jazz_fusion', 'Soul_jazz']",['Trumpet'],Pharez Whitted
<http://dbpedia.org/resource/Fats_Navarro>,"['Benny_Goodman', 'Charlie_Parker', 'Dizzy_Gillespie', 'Coleman_Hawkins', 'Charles_Mingus', 'Miles_Davis', 'Kenny_Clarke', 'Eddie_""Lockjaw""_Davis', 'Lionel_Hampton', 'Gil_Evans', 'Bud_Powell', 'Billy_Eckstine', 'Andy_Kirk_(musician)']","['Benny_Goodman', 'Charlie_Parker', 'Dizzy_Gillespie', 'Coleman_Hawkins', 'Charles_Mingus', 'Miles_Davis', 'Kenny_Clarke', 'Eddie_""Lockjaw""_Davis', 'Lionel_Hampton', 'Gil_Evans', 'Bud_Powell', 'Billy_Eckstine', 'Andy_Kirk_(musician)']",non_vocal_instrumentalist,"['Key_West,_Florida', 'Key_West', 'Florida']",1923,New_York_City,1950,"['Bebop', 'Jazz']",['Trumpet'],Fats Navarro
<http://dbpedia.org/resource/Marlena_Shaw>,,,solo_singer,"['United_States', 'New_Rochelle,_New_York']",1942,,,"['Blues', 'Jazz', 'Soul_music']","['Human_voice', 'Piano']",Marlena Shaw
<http://dbpedia.org/resource/Betty_Carter>,,,solo_singer,"['Flint,_Michigan']",1929,,1998,"['Post-bop', 'Jazz']",['Vocals'],Betty Carter
<http://dbpedia.org/resource/Norris_Turney>,,,,"['Wilmington,_Ohio']",1921,"Kettering,_Ohio",2001,,['Flautist'],Norris Turney
<http://dbpedia.org/resource/Snub_Mosley>,,,,"['Little_Rock,_Arkansas']",1905,Harlem,1981,,['Trombonist'],Snub Mosley
<http://dbpedia.org/resource/Buddy_Montgomery>,"['Miles_Davis', 'Big_Joe_Turner', 'Wes_Montgomery', 'Slide_Hampton']","['Miles_Davis', 'Big_Joe_Turner', 'Wes_Montgomery', 'Slide_Hampton']",non_vocal_instrumentalist,"['Indianapolis', 'Indianapolis,_Indiana']",1930,"Palmdale,_California",2009,['Jazz'],['Vibraphone'],Buddy Montgomery
<http://dbpedia.org/resource/George_Wallington>,,,non_vocal_instrumentalist,"['Sicily', 'Palermo']",1924,"Cape_Coral,_Florida",1993,['Jazz'],['Piano'],George Wallington
<http://dbpedia.org/resource/John_H._Hammond>,,,,['New_York_City'],1910,,1987,,['Producer'],John Hammond (producer)
<http://dbpedia.org/resource/Paul_Gonsalves>,"['Dizzy_Gillespie', 'Duke_Ellington', 'Count_Basie', 'Sabby_Lewis']","['Dizzy_Gillespie', 'Duke_Ellington', 'Count_Basie', 'Sabby_Lewis']",non_vocal_instrumentalist,"['Brockton,_Massachusetts']",1920,London,1974,"['Bebop', 'Jazz', 'Swing_music']",['Tenor_Saxophone'],Paul Gonsalves
<http://dbpedia.org/resource/Monk_Montgomery>,"['Red_Norvo', 'Lionel_Hampton', 'Cal_Tjader', 'Wes_Montgomery']","['Red_Norvo', 'Lionel_Hampton', 'Cal_Tjader', 'Wes_Montgomery']",non_vocal_instrumentalist,"['Indianapolis', 'Indianapolis,_Indiana']",1921,Las_Vegas,1982,['Jazz'],"['Bass_guitar', 'Double_bass']",Monk Montgomery
<http://dbpedia.org/resource/Mills_Brothers>,,,group_or_band,,,,,"['Jazz', 'Traditional_pop_music']",['Jazz'],Mills Brothers
<http://dbpedia.org/resource/Terence_Blanchard>,"['Kendrick_Scott', 'Branford_Marsalis', 'Bill_Lee_(musician)', 'Art_Blakey', 'Donald_Harrison', 'Fabian_Almazan']","['Kendrick_Scott', 'Branford_Marsalis', 'Bill_Lee_(musician)', 'Art_Blakey', 'Donald_Harrison', 'Fabian_Almazan']",non_vocal_instrumentalist,['New_Orleans'],1962,,,"['Jazz', 'Hard_bop']","['Trumpet', 'piano']",Terence Blanchard
<http://dbpedia.org/resource/Freddie_Jackson>,"[""Meli'sa_Morgan"", 'Melba_Moore']","[""Meli'sa_Morgan"", 'Melba_Moore']",solo_singer,"['Harlem', 'New_York_City']",1956,,,"['Soul_music', 'Quiet_storm']","['Human_voice', 'Piano']",Freddie Jackson
<http://dbpedia.org/resource/Regina_Carter>,,,non_vocal_instrumentalist,['Detroit'],1966,,,"['Jazz', 'Classical_music']",['Violin'],Regina Carter
<http://dbpedia.org/resource/Fulton_McGrath>,,,,"['Superior,_Wisconsin']",1907,,1958,,['Pianist'],Fulton McGrath
<http://dbpedia.org/resource/Helen_Forrest>,"['Benny_Goodman', 'Artie_Shaw', 'Harry_James', 'Dick_Haymes']","['Benny_Goodman', 'Artie_Shaw', 'Harry_James', 'Dick_Haymes']",solo_singer,"['Atlantic_City,_New_Jersey']",1917,Los_Angeles,1999,"['Traditional_pop', 'Swing_music']",['Vocals'],Helen Forrest
<http://dbpedia.org/resource/Jean_Goldkette>,,,non_vocal_instrumentalist,"['Valenciennes', 'Patras']",1893,Los_Angeles,1962,"['Jazz', 'Dixieland']",['Piano'],Jean Goldkette
<http://dbpedia.org/resource/Doc_West>,"['Billie_Holiday', 'Charlie_Parker', 'Dizzy_Gillespie', 'Tiny_Grimes', 'Roy_Eldridge', 'Big_Joe_Turner', 'Count_Basie', 'Hot_Lips_Page']","['Billie_Holiday', 'Charlie_Parker', 'Dizzy_Gillespie', 'Tiny_Grimes', 'Roy_Eldridge', 'Big_Joe_Turner', 'Count_Basie', 'Hot_Lips_Page']",non_vocal_instrumentalist,"['Wolford,_North_Dakota', 'Wolford']",1915,Cleveland,1951,['Jazz'],['West'],Doc West
<http://dbpedia.org/resource/Babe_Russin>,,,,['Pittsburgh'],1911,Los_Angeles,1984,,['Player'],Babe Russin
<http://dbpedia.org/resource/Bing_Crosby>,,,,"['United_States', 'Tacoma,_Washington']",1903,Spain,1977,,,Bing Crosby
<http://dbpedia.org/resource/Billy_Butterfield>,,,non_vocal_instrumentalist,,1917,"Palm_Beach,_Florida",1988,"['Big_band_music', 'Swing_music']","['Trumpet', 'Cornet', 'Flugelhorn']",Billy Butterfield
<http://dbpedia.org/resource/Bernie_Glow>,,,,['New_York_City'],1926,New_York_City,1982,,['Player'],Bernie Glow
<http://dbpedia.org/resource/Herbie_Steward>,"['Earle_Spencer', 'Woody_Herman', 'Four_Brothers_(jazz_standard)']","['Earle_Spencer', 'Woody_Herman', 'Four_Brothers_(jazz_standard)']",non_vocal_instrumentalist,"['United_States', 'California', 'Los_Angeles']",1926,"Clearlake,_California",2003,"['Jazz', 'Swing_music']",['Saxophone'],Herbie Steward
<http://dbpedia.org/resource/Sam_Donahue>,,,non_vocal_instrumentalist,['Detroit'],1918,"Reno,_Nevada",1974,,['Tenor_saxophonist'],Sam Donahue
<http://dbpedia.org/resource/Carl_Kress>,"['Eddie_Lang', 'Dick_McDonough', 'Paul_Whiteman', 'George_Barnes_(musician)']","['Eddie_Lang', 'Dick_McDonough', 'Paul_Whiteman', 'George_Barnes_(musician)']",non_vocal_instrumentalist,"['Newark,_New_Jersey']",1907,"Reno,_Nevada",1965,['Jazz'],['Guitar'],Carl Kress
<http://dbpedia.org/resource/Woody_Shaw>,"['Bobby_Hutcherson', 'Chick_Corea', 'Mal_Waldron', 'Lionel_Hampton', 'Eric_Dolphy', 'Andrew_Hill', 'Dexter_Gordon', 'Horace_Silver', 'Jackie_McLean', 'Joe_Henderson', 'Joe_Zawinul', 'McCoy_Tyner', 'Pharoah_Sanders', 'Max_Roach', 'Freddie_Hubbard', 'Louis_Hayes', 'Larry_Young_(musician)', 'Art_Blakey', 'Hank_Mobley', 'Tyrone_Washington']","['Bobby_Hutcherson', 'Chick_Corea', 'Mal_Waldron', 'Lionel_Hampton', 'Eric_Dolphy', 'Andrew_Hill', 'Dexter_Gordon', 'Horace_Silver', 'Jackie_McLean', 'Joe_Henderson', 'Joe_Zawinul', 'McCoy_Tyner', 'Pharoah_Sanders', 'Max_Roach', 'Freddie_Hubbard', 'Louis_Hayes', 'Larry_Young_(musician)', 'Art_Blakey', 'Hank_Mobley', 'Tyrone_Washington']",non_vocal_instrumentalist,"['Laurinburg', 'North_Carolina', 'Laurinburg,_North_Carolina']",1944,Manhattan,1989,"['Bebop', 'Modal_jazz', 'Post-bop', 'Jazz', 'Avant-garde_jazz', 'Hard_bop']","['Cornet', 'Flugelhorn']",Woody Shaw
<http://dbpedia.org/resource/Hot_Lips_Page>,"['Walter_Page', 'Bennie_Moten']","['Walter_Page', 'Bennie_Moten']",solo_singer,"['Dallas', 'Texas']",1908,New_York_City,1954,['Jazz'],"['Human_voice', 'Trumpet']",Hot Lips Page
<http://dbpedia.org/resource/Diana_Ross>,,,,"['Detroit', 'Michigan']",1944,,,,['Singer'],Diana Ross
<http://dbpedia.org/resource/Chummy_MacGregor>,,,,"['Saginaw,_Michigan']",1903,Los_Angeles,1973,,,Chummy MacGregor
<http://dbpedia.org/resource/Lee_Castle>,,,,['New_York_City'],1915,New_York_City,1990,,['Trumpeter'],Lee Castle
<http://dbpedia.org/resource/Georgie_Auld>,,,non_vocal_instrumentalist,"['Ontario', 'Toronto', 'Canada']",1919,"Palm_Springs,_California",1990,['Jazz'],"['Saxophone, clarinet']",Georgie Auld
<http://dbpedia.org/resource/Pete_Briggs>,,,non_vocal_instrumentalist,"['Charleston,_South_Carolina']",1904,,,['Jazz'],['Tuba'],Pete Briggs
<http://dbpedia.org/resource/Dick_McDonough>,"['Eddie_Lang', 'Red_Nichols', 'The_Dorsey_Brothers', 'Carl_Kress']","['Eddie_Lang', 'Red_Nichols', 'The_Dorsey_Brothers', 'Carl_Kress']",non_vocal_instrumentalist,['New_York_City'],1904,New_York_City,1938,['Jazz'],['Guitar'],Dick McDonough
<http://dbpedia.org/resource/Bob_Chester>,['Tommy_Dorsey'],['Tommy_Dorsey'],non_vocal_instrumentalist,['Detroit'],1908,Detroit,1966,['Jazz'],['Saxophone'],Bob Chester
<http://dbpedia.org/resource/Bunny_Berigan>,,,solo_singer,"['Hilbert,_Wisconsin']",1908,New_York_City,1942,['Jazz'],"['Trumpet, vocals']",Bunny Berigan
<http://dbpedia.org/resource/Muhal_Richard_Abrams>,,,non_vocal_instrumentalist,['Chicago'],1930,,,"['Free_jazz', 'Post-bop']","['Cello', 'Clarinet', 'Piano']",Muhal Richard Abrams
<http://dbpedia.org/resource/Bix_Beiderbecke>,,,non_vocal_instrumentalist,"['Davenport,_Iowa']",1903,Long_Island,1931,"['Jazz', 'Dixieland']",['Cornet'],Bix Beiderbecke
<http://dbpedia.org/resource/Chauncey_Morehouse>,,,,,1902,,1980,,['Drummer'],Chauncey Morehouse
<http://dbpedia.org/resource/Hal_Kemp>,,,non_vocal_instrumentalist,"['Alabama', 'Marion,_Alabama']",1904,"Madera,_California",1940,"['Jazz', 'Big_band', 'Swing_music']","['Alto_saxophone', 'Clarinet']",Hal Kemp
<http://dbpedia.org/resource/Yehudi_Menuhin>,,,,['New_York_City'],1916,Berlin,1999,,['Violinist'],Yehudi Menuhin
<http://dbpedia.org/resource/B.B._King>,"['Eric_Clapton', 'Bobby_Bland']","['Eric_Clapton', 'Bobby_Bland']",solo_singer,"['Leflore_County,_Mississippi', 'Berclair,_Mississippi']",1925,Las_Vegas,2015,"['Blues_rock', 'Blues', 'Rhythm_and_blues']",['Gibson_ES-355'],B.B. King
<http://dbpedia.org/resource/Irving_Aaronson>,,,non_vocal_instrumentalist,,1895,Hollywood,1963,['Jazz'],['Piano'],Irving Aaronson
<http://dbpedia.org/resource/Johnny_Best>,,,,,1913,La_Jolla,2003,,,Johnny Best
<http://dbpedia.org/resource/Red_Nichols>,"['Paul_Whiteman', 'California_Ramblers']","['Paul_Whiteman', 'California_Ramblers']",non_vocal_instrumentalist,"['Ogden,_Utah']",1905,Las_Vegas,1965,['Jazz'],['Cornet'],Red Nichols
<http://dbpedia.org/resource/Sterling_Bose>,,,,"['Florence,_Alabama']",1906,"St._Petersburg,_Florida",1958,,['Trumpeter'],Sterling Bose
<http://dbpedia.org/resource/Dave_Tough>,,,,"['Oak_Park,_Illinois']",1907,"Newark,_New_Jersey",1948,,['Drummer'],Dave Tough
<http://dbpedia.org/resource/Arthur_Schutt>,,,,"['Reading,_Pennsylvania']",1902,San_Francisco,1965,,['Pianist'],Arthur Schutt
<http://dbpedia.org/resource/Steve_Brown_%28musician%29>,,,,,1942,,,,['Guitarist'],Steve Brown (musician)
<http://dbpedia.org/resource/Nick_Fatool>,,,,,1915,Los_Angeles,2000,,,Nick Fatool
<http://dbpedia.org/resource/Bobby_Hackett>,"['Benny_Goodman', 'Louis_Armstrong', 'Tony_Bennett', 'Glenn_Miller', 'Horace_Heidt', 'Jackie_Gleason', 'Ray_McKinley', 'Lee_Wiley', 'Pee_Wee_Russell']","['Benny_Goodman', 'Louis_Armstrong', 'Tony_Bennett', 'Glenn_Miller', 'Horace_Heidt', 'Jackie_Gleason', 'Ray_McKinley', 'Lee_Wiley', 'Pee_Wee_Russell']",non_vocal_instrumentalist,"['Providence,_Rhode_Island']",1915,"Chatham,_Massachusetts",1976,"['Jazz', 'Big_band', 'Swing_music']","['Trumpet', 'Cornet', 'Guitar']",Bobby Hackett
<http://dbpedia.org/resource/Mick_Jagger>,,,,"['Kent', 'Dartford']",1943,,,,['Singer'],Mick Jagger
<http://dbpedia.org/resource/Barney_Kessel>,"['The_Monkees', 'Oscar_Peterson', 'The_Beach_Boys', 'Phil_Spector', 'The_Wrecking_Crew_(music)', 'Chico_Marx', 'Sonny_Rollins', 'Milt_Jackson', 'Ray_Brown_(musician)']","['The_Monkees', 'Oscar_Peterson', 'The_Beach_Boys', 'Phil_Spector', 'The_Wrecking_Crew_(music)', 'Chico_Marx', 'Sonny_Rollins', 'Milt_Jackson', 'Ray_Brown_(musician)']",non_vocal_instrumentalist,"['Muskogee,_Oklahoma']",1923,San_Diego,2004,"['Jazz', 'Rhythm_and_Blues']",['Guitar'],Barney Kessel
<http://dbpedia.org/resource/Bob_Brookmeyer>,"['Jimmy_Giuffre', 'Gary_McFarland', 'Jim_Hall_(musician)', 'Zoot_Sims', 'Claude_Thornhill', 'Bill_Evans', 'Clark_Terry', 'Gary_Burton', 'Stan_Getz', 'Lalo_Schifrin', 'The_Thad_Jones/Mel_Lewis_Orchestra', 'Gerry_Mulligan']","['Jimmy_Giuffre', 'Gary_McFarland', 'Jim_Hall_(musician)', 'Zoot_Sims', 'Claude_Thornhill', 'Bill_Evans', 'Clark_Terry', 'Gary_Burton', 'Stan_Getz', 'Lalo_Schifrin', 'The_Thad_Jones/Mel_Lewis_Orchestra', 'Gerry_Mulligan']",non_vocal_instrumentalist,"['Kansas_City,_Missouri']",1929,"New_London,_New_Hampshire",2011,"['Cool_jazz', 'Mainstream_jazz', 'Post_bop', 'West_Coast_jazz']",['Valve_trombone'],Bob Brookmeyer
<http://dbpedia.org/resource/Ben_Pollack>,['Frank_Sinatra'],['Frank_Sinatra'],non_vocal_instrumentalist,"['Chicago', 'Chicago,_Illinois']",1903,"Palm_Springs,_California",1971,,['Drummer'],Ben Pollack
<http://dbpedia.org/resource/Johnny_Guarnieri>,"['Benny_Goodman', 'Artie_Shaw', 'Slam_Stewart']","['Benny_Goodman', 'Artie_Shaw', 'Slam_Stewart']",non_vocal_instrumentalist,['New_York_City'],1917,New_Jersey,1985,"['Swing_music', 'Stride_piano']",['Harpsichord'],Johnny Guarnieri
<http://dbpedia.org/resource/Joe_Venuti>,"['Benny_Goodman', 'Bix_Beiderbecke', 'Boswell_Sisters', 'Jack_Teagarden', 'Eddie_Lang', 'Dorsey_Brothers', 'Zoot_Sims', 'Bing_Crosby']","['Benny_Goodman', 'Bix_Beiderbecke', 'Boswell_Sisters', 'Jack_Teagarden', 'Eddie_Lang', 'Dorsey_Brothers', 'Zoot_Sims', 'Bing_Crosby']",non_vocal_instrumentalist,['Philadelphia'],1896,Seattle,1978,['Jazz'],['Violin'],Joe Venuti
<http://dbpedia.org/resource/Hal_Crook>,,,,,1950,,,,['Trombonist'],Hal Crook
<http://dbpedia.org/resource/Manny_Klein>,"['Benny_Goodman', 'Paul_Whiteman']","['Benny_Goodman', 'Paul_Whiteman']",non_vocal_instrumentalist,['New_York_City'],1908,Los_Angeles,1994,['Jazz'],['Trumpet'],Manny Klein
<http://dbpedia.org/resource/Buddy_Morrow>,"['Artie_Shaw', 'Sharkey_Bonano', 'Paul_Whiteman', 'Tommy_Dorsey', 'Bob_Crosby', 'The_Tonight_Show_Band']","['Artie_Shaw', 'Sharkey_Bonano', 'Paul_Whiteman', 'Tommy_Dorsey', 'Bob_Crosby', 'The_Tonight_Show_Band']",non_vocal_instrumentalist,"['New_Haven,_Connecticut']",1919,"Maitland,_Florida",2010,"['Big_band', 'Swing_music', 'Rhythm_&_Blues']",['Trombone'],Buddy Morrow
<http://dbpedia.org/resource/Natalie_Cole>,,,,"['California', 'Los_Angeles']",1950,California,2015,,['Actress'],Natalie Cole
<http://dbpedia.org/resource/Tadd_Dameron>,,,non_vocal_instrumentalist,"['Cleveland', 'Cleveland,_Ohio']",1917,New_York_City,1965,['Jazz'],['Piano'],Tadd Dameron
<http://dbpedia.org/resource/Teo_Macero>,,,non_vocal_instrumentalist,"['Glens_Falls,_New_York']",1925,"Riverhead_(town),_New_York",2008,"['Jazz', 'Third_stream', 'Classical_Music', 'Orchestral_jazz']",['Saxophone'],Teo Macero
<http://dbpedia.org/resource/Tony_Pastor_%28bandleader%29>,,,,"['Middletown,_Connecticut']",1907,"New_London,_Connecticut",1969,,['Singer'],Tony Pastor (bandleader)
<http://dbpedia.org/resource/Dick_Johnson_%28clarinetist%29>,,,,"['Brockton,_Massachusetts']",1925,Boston,2010,,['Clarinetist'],Dick Johnson (clarinetist)
<http://dbpedia.org/resource/Max_Kaminsky_%28musician%29>,,,non_vocal_instrumentalist,"['Brockton,_Massachusetts']",1908,,1994,"['Big_band_music', 'Swing_music']",['Trumpet'],Max Kaminsky (musician)
<http://dbpedia.org/resource/Miff_Mole>,,,non_vocal_instrumentalist,"['Roosevelt,_New_York']",1898,New_York_City,1961,['Jazz'],['Trombone'],Miff Mole
<http://dbpedia.org/resource/Jay_Leonhart>,,,,,1940,,,,['Bassist'],Jay Leonhart
<http://dbpedia.org/resource/Ethel_Waters>,"['Bessie_Smith', 'Fletcher_Henderson', 'Alberta_Hunter', 'Ma_Rainey', 'Josephine_Baker', 'Lena_Horne']","['Bessie_Smith', 'Fletcher_Henderson', 'Alberta_Hunter', 'Ma_Rainey', 'Josephine_Baker', 'Lena_Horne']",solo_singer,"['Chester_County,_Pennsylvania', 'Chester,_Pennsylvania']",1896,"Chatsworth,_Los_Angeles",1977,"['Gospel_music', 'Blues', 'Jazz']",['Vocals'],Ethel Waters
<http://dbpedia.org/resource/Sammy_Price>,['Henry_Red_Allen'],['Henry_Red_Allen'],non_vocal_instrumentalist,"['Honey_Grove,_Texas', 'Texas']",1908,New_York_City,1992,"['Jazz', 'Jump_blues']","['Piano, vocals']",Sammy Price
<http://dbpedia.org/resource/Oscar_Pettiford>,"['Dizzy_Gillespie', 'Duke_Ellington', 'Coleman_Hawkins', 'Miles_Davis', 'Johnny_Hodges', 'Thelonious_Monk', 'Earl_Hines', 'Kenny_Dorham', 'Sonny_Rollins', 'Art_Tatum', 'Charlie_Barnet', 'Milt_Jackson', 'Woody_Herman', 'Ben_Webster']","['Dizzy_Gillespie', 'Duke_Ellington', 'Coleman_Hawkins', 'Miles_Davis', 'Johnny_Hodges', 'Thelonious_Monk', 'Earl_Hines', 'Kenny_Dorham', 'Sonny_Rollins', 'Art_Tatum', 'Charlie_Barnet', 'Milt_Jackson', 'Woody_Herman', 'Ben_Webster']",non_vocal_instrumentalist,"['Oklahoma', 'Okmulgee,_Oklahoma']",1922,Copenhagen,1960,"['Bebop', 'Jazz', 'Third_stream']","['Cello', 'Double_bass']",Oscar Pettiford
<http://dbpedia.org/resource/J._P._Pickens>,"['Peter_Albin_(musician)', 'David_Meltzer', 'James_Gurley', 'Gene_Estribou']","['Peter_Albin_(musician)', 'David_Meltzer', 'James_Gurley', 'Gene_Estribou']",non_vocal_instrumentalist,,1937,,1973,"['Acid_rock', 'Bluegrass_music', 'Marin_County_raga-rock']",['Banjo'],J. P. Pickens
<http://dbpedia.org/resource/Florence_Mills>,,,,"['United_States', 'Washington,_D.C.']",1896,New_York_City,1927,,['Singer'],Florence Mills
