,Artiste1,Artiste2
2280,Gunther Schuller,"http://dbpedia.org/resource/Joe_""King""_Oliver"
2281,Gunther Schuller,Woody Herman
2282,Gunther Schuller,Sy Oliver
2283,Gunther Schuller,Fletcher Henderson
2284,Gunther Schuller,Ed Schuller
2285,Gunther Schuller,Jaki Byard
2286,Gunther Schuller,Louis Armstrong
2287,Gunther Schuller,Tommy Dorsey
2288,Gunther Schuller,Jimmy Giuffre
2289,Gunther Schuller,Thelonious Monk
2290,Gunther Schuller,Earl Hines
2291,Gunther Schuller,Jimmie Lunceford
2292,Gunther Schuller,Scott LaFaro
2293,Gunther Schuller,Barney Bigard
2294,Gunther Schuller,Jimmy Blanton
2295,Gunther Schuller,Johnny Hodges
2296,Gunther Schuller,Joe Newman (trumpeter)
2297,Gunther Schuller,Don Redman
2298,Gunther Schuller,Clark Terry
2299,Gunther Schuller,Clifford Brown
2300,Gunther Schuller,Nesuhi Ertegun
2301,Gunther Schuller,George Russell (composer)
2302,Gunther Schuller,Avishai Cohen
2303,Gunther Schuller,Sarah Vaughan
2304,Gunther Schuller,Benny Goodman
2305,Gunther Schuller,Rex Stewart
2306,Gunther Schuller,Barry Galbraith
2307,Gunther Schuller,Bill Evans
2308,Gunther Schuller,Glenn Miller
2309,Gunther Schuller,Junior Collins
2310,Gunther Schuller,John Hammond (producer)
2311,Gunther Schuller,Alvino Rey
2312,Gunther Schuller,Don Cherry (singer)
2313,Gunther Schuller,Teo Macero
2314,Gunther Schuller,Eugene Wright
2315,Gunther Schuller,Lawrence Brown (jazz trombonist)
2316,Gunther Schuller,Duke Ellington
2317,Andrew Kirk,Coleman Hawkins
2318,Andrew Kirk,Nat King Cole
2319,Andrew Kirk,Charlie Christian
2320,Andrew Kirk,Chris Columbus (musician)
2321,Andrew Kirk,Roy Eldridge
2322,Andrew Kirk,Claude Hopkins
2323,Andrew Kirk,Ella Fitzgerald
2324,Andrew Kirk,Lester Young
2325,Andrew Kirk,Ben Webster
2326,Andrew Kirk,Chick Webb
2327,Andrew Kirk,Alberta Hunter
2328,Andrew Kirk,Charlie Parker
2329,Andrew Kirk,Cab Calloway
2330,Andrew Kirk,Fletcher Henderson
2331,Andrew Kirk,Mary Lou Williams
2332,Andrew Kirk,Jack Kapp
2333,Andrew Kirk,Boogie Woogie Red
2334,Andrew Kirk,Jay McShann
2335,Andrew Kirk,Don Byas
2336,Andrew Kirk,Fats Waller
2337,Andrew Kirk,Count Basie
2338,Andrew Kirk,John Hammond (producer)
2339,Andrew Kirk,John Coltrane
2340,Andrew Kirk,Buddy Tate
2341,Andrew Kirk,Bennie Moten
2342,Andrew Kirk,Floyd Smith (musician)
2343,Andrew Kirk,Duke Ellington
2344,Billy Eckstine,Art Tatum
2345,Billy Eckstine,Quincy Jones
2346,Billy Eckstine,Roy Eldridge
2347,Billy Eckstine,Bobby Tucker
2348,Billy Eckstine,Frank Foster (musician)
2349,Billy Eckstine,Charlie Parker
2350,Billy Eckstine,Sammy Davis Jr.
2351,Billy Eckstine,Cab Calloway
2352,Billy Eckstine,Mary Lou Williams
2353,Billy Eckstine,Earl Hines
2354,Billy Eckstine,Andrew Kirk
2355,Billy Eckstine,Duke Ellington
2356,Johnny Griffin,Bing Crosby
2357,Johnny Griffin,Elmo Hope
2358,Johnny Griffin,George Shearing
2359,Johnny Griffin,Sonny Stitt
2360,Johnny Griffin,Red Saunders (musician)
2361,Johnny Griffin,Walter Davis Jr.
2362,Johnny Griffin,Nathan Davis (saxophonist)
2363,Johnny Griffin,Joe Williams (jazz singer)
2364,Johnny Griffin,Kenny Drew Jr.
2365,Johnny Griffin,Louis Smith (musician)
2366,Johnny Griffin,Percy Heath
2367,Johnny Griffin,Oscar Peterson
2368,Johnny Griffin,Dexter Gordon
2369,Johnny Griffin,Red Mitchell
2370,Johnny Griffin,Miles Davis
2371,Johnny Griffin,Lionel Hampton
2372,Johnny Griffin,Charlie Parker
2373,Johnny Griffin,Art Taylor
2374,Johnny Griffin,Max Roach
2375,Johnny Griffin,Kenny Drew
2376,Johnny Griffin,South Park Mexican
2377,Johnny Griffin,Art Blakey
2378,Johnny Griffin,Boogie Woogie Red
2379,Johnny Griffin,Philly Joe Jones
2380,Johnny Griffin,Billy Mitchell (jazz musician)
2381,Johnny Griffin,Doug Watkins
2382,Johnny Griffin,Herbie Fields
2383,Johnny Griffin,Joe Morris (drummer)
2384,Johnny Griffin,Count Basie
2385,Johnny Griffin,John Coltrane
2386,Johnny Griffin,Billy Taylor (jazz bassist)
2387,Johnny Griffin,Louis Jordan
2388,Johnny Griffin,Dinah Washington
2389,Johnny Griffin,Jo Jones
2390,Johnny Griffin,Duke Ellington
2391,McCoy Tyner,Alice Coltrane
2392,McCoy Tyner,John Coltrane
2393,Roy Eldridge,Herb Alpert
2394,Roy Eldridge,Art Tatum
2395,Roy Eldridge,Jabbo Smith
2396,Roy Eldridge,Chris Columbus (musician)
2397,Roy Eldridge,Tricky Sam Nanton
2398,Roy Eldridge,Carmen McRae
2399,Roy Eldridge,Ella Fitzgerald
2400,Roy Eldridge,Lester Young
2401,Roy Eldridge,Chick Webb
2402,Roy Eldridge,Oscar Peterson
2403,Roy Eldridge,Jonah Jones
2404,Roy Eldridge,Alberta Hunter
2405,Roy Eldridge,Miles Davis
2406,Roy Eldridge,Dizzy Gillespie
2407,Roy Eldridge,Lionel Hampton
2408,Roy Eldridge,Gene Krupa
2409,Roy Eldridge,Charlie Parker
2410,Roy Eldridge,Charlie Johnson (bandleader)
2411,Roy Eldridge,Red Nichols
2412,Roy Eldridge,Fletcher Henderson
2413,Roy Eldridge,Mary Lou Williams
2414,Roy Eldridge,Louis Armstrong
2415,Roy Eldridge,Benny Carter
2416,Roy Eldridge,Ray Brown (musician)
2417,Roy Eldridge,Jimmy Blanton
2418,Roy Eldridge,George Benson
2419,Roy Eldridge,Andrew Kirk
2420,Roy Eldridge,Elmer Snowden
2421,Roy Eldridge,Fats Waller
2422,Roy Eldridge,Benny Goodman
2423,Roy Eldridge,Rex Stewart
2424,Roy Eldridge,Dinah Washington
2425,Roy Eldridge,Jo Jones
2426,Roy Eldridge,Duke Ellington
2427,Sam Rivers,Art Tatum
2428,Sam Rivers,Ornette Coleman
2429,Sam Rivers,Quincy Jones
2430,Sam Rivers,Eric Dolphy
2431,Sam Rivers,Coleman Hawkins
2432,Sam Rivers,Bud Powell
2433,Sam Rivers,Nat King Cole
2434,Sam Rivers,Nat Pierce
2435,Sam Rivers,Alan Dawson
2436,Sam Rivers,Lester Young
2437,Sam Rivers,John Coltrane
2438,Sam Rivers,Donald Harrison
2439,Sam Rivers,Oscar Peterson
2440,Sam Rivers,Archie Shepp
2441,Sam Rivers,Miles Davis
2442,Sam Rivers,Dizzy Gillespie
2443,Sam Rivers,Red Rodney
2444,Sam Rivers,Charlie Parker
2445,Sam Rivers,B.B. King
2446,Sam Rivers,Joe Gordon (musician)
2447,Sam Rivers,Chet Baker
2448,Sam Rivers,Anthony Williams
2449,Sam Rivers,Cecil Taylor
2450,Gerald Wiggins,Irving Ashby
2451,Gerald Wiggins,John Lewis (pianist)
2452,Gerald Wiggins,Quincy Jones
2453,Gerald Wiggins,Eric Dolphy
2454,Gerald Wiggins,Nat King Cole
2455,Gerald Wiggins,Stuff Smith
2456,Gerald Wiggins,Rodney Whitaker
2457,Gerald Wiggins,Stan Kenton
2458,Gerald Wiggins,George Shearing
2459,Gerald Wiggins,Snooky Young
2460,Gerald Wiggins,Ella Fitzgerald
2461,Gerald Wiggins,Freddie Hubbard
2462,Gerald Wiggins,Lester Young
2463,Gerald Wiggins,Phil Wilson (trombonist)
2464,Gerald Wiggins,Buster Williams
2465,Gerald Wiggins,Lee Young
2466,Gerald Wiggins,Chick Webb
2467,Gerald Wiggins,John Coltrane
2468,Gerald Wiggins,John Levy (musician)
2469,Gerald Wiggins,Jelly Roll Morton
2470,Gerald Wiggins,Hale Smith
2471,Gerald Wiggins,Frank Wess
2472,Gerald Wiggins,Matthew Gee
2473,Gerald Wiggins,John Clayton (bassist)
2474,Gerald Wiggins,Jimmy Scott
2475,Gerald Wiggins,Bobby Darin
2476,Gerald Wiggins,Wayne Shorter
2477,Gerald Wiggins,Kenny Burrell
2478,Gerald Wiggins,Al McKibbon
2479,Gerald Wiggins,Nancy Wilson (jazz singer)
2480,Gerald Wiggins,Ray Brown Jr.
2481,Gerald Wiggins,Buck Ram
2482,Gerald Wiggins,Anthony Wilson
2483,Gerald Wiggins,Hank Jones
2484,Gerald Wiggins,Miles Davis
2485,Gerald Wiggins,Dizzy Gillespie
2486,Gerald Wiggins,Frank Sinatra
2487,Gerald Wiggins,Sam Brown (guitarist)
2488,Gerald Wiggins,Benny Golson
2489,Gerald Wiggins,Louie Bellson
2490,Gerald Wiggins,"http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
2491,Gerald Wiggins,Calvin Jackson
2492,Gerald Wiggins,David Baker (composer)
2493,Gerald Wiggins,Charlie Parker
2494,Gerald Wiggins,Berle Adams
2495,Gerald Wiggins,Sammy Davis Jr.
2496,Gerald Wiggins,Ray Nance
2497,Gerald Wiggins,Cab Calloway
2498,Gerald Wiggins,Horace Silver
2499,Gerald Wiggins,Specs Wright
2500,Gerald Wiggins,Stix Hooper
2501,Gerald Wiggins,Harry James
2502,Gerald Wiggins,"http://dbpedia.org/resource/Joe_""King""_Oliver"
2503,Gerald Wiggins,Sy Oliver
2504,Gerald Wiggins,Fletcher Henderson
2505,Gerald Wiggins,Freddie Green
2506,Gerald Wiggins,Louis Armstrong
2507,Gerald Wiggins,Tommy Dorsey
2508,Gerald Wiggins,Earl Hines
2509,Gerald Wiggins,Jimmie Lunceford
2510,Gerald Wiggins,Lena Horne
2511,Gerald Wiggins,Benny Carter
2512,Gerald Wiggins,Ray Brown (musician)
2513,Gerald Wiggins,Oliver Nelson
2514,Gerald Wiggins,Barney Bigard
2515,Gerald Wiggins,Melba Liston
2516,Gerald Wiggins,Gerald Wilson
2517,Gerald Wiggins,Johnny Hodges
2518,Gerald Wiggins,Buddy Bolden
2519,Gerald Wiggins,Roger Segure
2520,Gerald Wiggins,Clark Terry
2521,Gerald Wiggins,Artie Shaw
2522,Gerald Wiggins,Fats Waller
2523,Gerald Wiggins,Sarah Vaughan
2524,Gerald Wiggins,Joe Pass
2525,Gerald Wiggins,Benny Goodman
2526,Gerald Wiggins,Buddy Collette
2527,Gerald Wiggins,Rex Stewart
2528,Gerald Wiggins,Glenn Miller
2529,Gerald Wiggins,Count Basie
2530,Gerald Wiggins,Elmon Wright
2531,Gerald Wiggins,Paul Gonsalves
2532,Gerald Wiggins,Herbie Hancock
2533,Gerald Wiggins,Jim Scott (musician)
2534,Gerald Wiggins,Herb Jeffries
2535,Gerald Wiggins,Milford Graves
2536,Gerald Wiggins,Joe Thomas (tenor saxophonist)
2537,Gerald Wiggins,Jon B.
2538,Gerald Wiggins,Anthony Williams
2539,Gerald Wiggins,Jimmy Jones (pianist)
2540,Gerald Wiggins,Willie Cook
2541,Gerald Wiggins,Duke Ellington
2542,Delfeayo Marsalis,Mark Turner (musician)
2543,Delfeayo Marsalis,Brian Blade
2544,Delfeayo Marsalis,Abdullah Ibrahim
2545,Delfeayo Marsalis,John Coltrane
2546,Delfeayo Marsalis,Donald Harrison
2547,Delfeayo Marsalis,Arif Mardin
2548,Delfeayo Marsalis,Clarence Seay
2549,Delfeayo Marsalis,J. J. Johnson
2550,Delfeayo Marsalis,Craig Handy
2551,Delfeayo Marsalis,Ken Brown
2552,Delfeayo Marsalis,Milt Hinton
2553,Delfeayo Marsalis,Kenny G
2554,Delfeayo Marsalis,Miles Davis
2555,Delfeayo Marsalis,Fats Domino
2556,Delfeayo Marsalis,Kenny Garrett
2557,Delfeayo Marsalis,Jason Marsalis
2558,Delfeayo Marsalis,Ron Carter
2559,Delfeayo Marsalis,Max Roach
2560,Delfeayo Marsalis,Phil Bowler
2561,Delfeayo Marsalis,Louis Armstrong
2562,Delfeayo Marsalis,Thelonious Monk
2563,Delfeayo Marsalis,Art Blakey
2564,Delfeayo Marsalis,Ray Drummond
2565,Delfeayo Marsalis,Charnett Moffett
2566,Delfeayo Marsalis,Bobby Hutcherson
2567,Delfeayo Marsalis,Wellman Braud
2568,Delfeayo Marsalis,Clark Terry
2569,Delfeayo Marsalis,Clifford Brown
2570,Delfeayo Marsalis,Curtis Fuller
2571,Delfeayo Marsalis,Ira Coleman
2572,Delfeayo Marsalis,Slide Hampton
2573,Delfeayo Marsalis,Herbie Hancock
2574,Delfeayo Marsalis,Kenny Kirkland
2575,Delfeayo Marsalis,Duke Ellington
2576,Delfeayo Marsalis,Ellis Marsalis Jr.
2577,Abbey Lincoln,Tommy Turrentine
2578,Abbey Lincoln,Johnny Mathis
2579,Abbey Lincoln,Coleman Hawkins
2580,Abbey Lincoln,Bud Powell
2581,Abbey Lincoln,Nat King Cole
2582,Abbey Lincoln,Stan Getz
2583,Abbey Lincoln,Cozy Cole
2584,Abbey Lincoln,Oscar Brown
2585,Abbey Lincoln,Julian Priester
2586,Abbey Lincoln,Ella Fitzgerald
2587,Abbey Lincoln,Mal Waldron
2588,Abbey Lincoln,Helen Humes
2589,Abbey Lincoln,Wardell Gray
2590,Abbey Lincoln,Wynton Kelly
2591,Abbey Lincoln,Anita O'Day
2592,Abbey Lincoln,Jackie McLean
2593,Abbey Lincoln,Booker Little
2594,Abbey Lincoln,Cassandra Wilson
2595,Abbey Lincoln,Kenny Dorham
2596,Abbey Lincoln,Reggie Workman
2597,Abbey Lincoln,Dave Brubeck
2598,Abbey Lincoln,Hank Jones
2599,Abbey Lincoln,Miles Davis
2600,Abbey Lincoln,Dizzy Gillespie
2601,Abbey Lincoln,Frank Sinatra
2602,Abbey Lincoln,Ron Carter
2603,Abbey Lincoln,Lionel Hampton
2604,Abbey Lincoln,Charlie Parker
2605,Abbey Lincoln,Sammy Davis Jr.
2606,Abbey Lincoln,Cab Calloway
2607,Abbey Lincoln,Stanley Turrentine
2608,Abbey Lincoln,Max Roach
2609,Abbey Lincoln,Bill Johnson (reed player)
2610,Abbey Lincoln,Charles Mingus
2611,Abbey Lincoln,Hazel Scott
2612,Abbey Lincoln,Louis Armstrong
2613,Abbey Lincoln,Pat Metheny
2614,Abbey Lincoln,J. J. Johnson
2615,Abbey Lincoln,Lena Horne
2616,Abbey Lincoln,Benny Carter
2617,Abbey Lincoln,Melba Liston
2618,Abbey Lincoln,Roy Hargrove
2619,Abbey Lincoln,Clifford Brown
2620,Abbey Lincoln,Betty Carter
2621,Abbey Lincoln,Glenn Miller
2622,Abbey Lincoln,Count Basie
2623,Abbey Lincoln,Shirley Horn
2624,Abbey Lincoln,Louis Jordan
2625,Abbey Lincoln,Eddie Beal
2626,Abbey Lincoln,Dinah Washington
2627,Abbey Lincoln,Jo Jones
2628,Abbey Lincoln,Duke Ellington
2629,Yusef Lateef,Ornette Coleman
2630,Yusef Lateef,John Lewis (pianist)
2631,Yusef Lateef,Louis Hayes
2632,Yusef Lateef,Coleman Hawkins
2633,Yusef Lateef,Bud Powell
2634,Yusef Lateef,Lucky Thompson
2635,Yusef Lateef,Ted Dunbar
2636,Yusef Lateef,Earl Gardner (musician)
2637,Yusef Lateef,Hugh Lawson (jazz pianist)
2638,Yusef Lateef,Wilbur Harden
2639,Yusef Lateef,Barry Harris
2640,Yusef Lateef,Roy Eldridge
2641,Yusef Lateef,Tommy Flanagan
2642,Yusef Lateef,Chief Bey
2643,Yusef Lateef,Lester Young
2644,Yusef Lateef,Thad Jones
2645,Yusef Lateef,Ben Webster
2646,Yusef Lateef,Sonny Stitt
2647,Yusef Lateef,Alice Coltrane
2648,Yusef Lateef,John Coltrane
2649,Yusef Lateef,John Levy (musician)
2650,Yusef Lateef,Hot Lips Page
2651,Yusef Lateef,Frank Wess
2652,Yusef Lateef,Chu Berry
2653,Yusef Lateef,Shirley Scott
2654,Yusef Lateef,Milt Jackson
2655,Yusef Lateef,Charles McPherson (musician)
2656,Yusef Lateef,Freddie Webster
2657,Yusef Lateef,Dexter Gordon
2658,Yusef Lateef,Kenny Burrell
2659,Yusef Lateef,Frank Foster (musician)
2660,Yusef Lateef,Miles Davis
2661,Yusef Lateef,Dizzy Gillespie
2662,Yusef Lateef,Budd Johnson
2663,Yusef Lateef,Earle Warren
2664,Yusef Lateef,Charlie Parker
2665,Yusef Lateef,Sahib Shihab
2666,Yusef Lateef,Cab Calloway
2667,Yusef Lateef,James Moody (saxophonist)
2668,Yusef Lateef,Elvin Jones
2669,Yusef Lateef,Albert Heath
2670,Yusef Lateef,Sam Most
2671,Yusef Lateef,Charles Mingus
2672,Yusef Lateef,Louis Armstrong
2673,Yusef Lateef,Earl Hines
2674,Yusef Lateef,Art Blakey
2675,Yusef Lateef,Jimmie Lunceford
2676,Yusef Lateef,Boogie Woogie Red
2677,Yusef Lateef,Benny Carter
2678,Yusef Lateef,Jay McShann
2679,Yusef Lateef,Ray Brown (musician)
2680,Yusef Lateef,Don Byas
2681,Yusef Lateef,Wilbur de Paris
2682,Yusef Lateef,Count Basie
2683,Yusef Lateef,Don Cherry (singer)
2684,Yusef Lateef,Herschel Evans
2685,Yusef Lateef,Ernie Henry
2686,Yusef Lateef,Duke Ellington
2687,Phil Woods,Quincy Jones
2688,Phil Woods,Bud Powell
2689,Phil Woods,Eddie Daniels
2690,Phil Woods,John Zorn
2691,Phil Woods,Nat Pierce
2692,Phil Woods,Oscar Pettiford
2693,Phil Woods,Lester Young
2694,Phil Woods,John Coltrane
2695,Phil Woods,Jerome Richardson
2696,Phil Woods,Gil Evans
2697,Phil Woods,Jackie McLean
2698,Phil Woods,Tom Harrell
2699,Phil Woods,Joe Morello
2700,Phil Woods,Milt Jackson
2701,Phil Woods,Kenny Dorham
2702,Phil Woods,Archie Shepp
2703,Phil Woods,Jerry Dodgion
2704,Phil Woods,Miles Davis
2705,Phil Woods,Dizzy Gillespie
2706,Phil Woods,Lionel Hampton
2707,Phil Woods,Howard McGhee
2708,Phil Woods,Charlie Parker
2709,Phil Woods,Bix Beiderbecke
2710,Phil Woods,Charlie Barnet
2711,Phil Woods,Conte Candoli
2712,Phil Woods,Billy Byers
2713,Phil Woods,Zoot Sims
2714,Phil Woods,Woody Herman
2715,Phil Woods,Benny Carter
2716,Phil Woods,Johnny Hodges
2717,Phil Woods,Buddy Bolden
2718,Phil Woods,Sarah Vaughan
2719,Phil Woods,Count Basie
2720,Phil Woods,Jesse Davis
2721,Phil Woods,Al Cohn
2722,Gerald Wiggins,Art Tatum
2723,Gerald Wiggins,Bud Powell
2724,Gerald Wiggins,Paul Humphrey
2725,Gerald Wiggins,Helen Humes
2726,Gerald Wiggins,Al Tinney
2727,Gerald Wiggins,Joe Williams (jazz singer)
2728,Gerald Wiggins,Andy Simpkins
2729,Gerald Wiggins,Sherman Ferguson
2730,Gerald Wiggins,Thelonious Monk
2731,Gerald Wiggins,J. J. Johnson
2732,Gerald Wiggins,George Wein
2733,Gerald Wiggins,Dinah Washington
2734,Gerald Wiggins,Jo Jones
2735,Benny Waters,Jabbo Smith
2736,Benny Waters,Coleman Hawkins
2737,Benny Waters,Ella Fitzgerald
2738,Benny Waters,Chick Webb
2739,Benny Waters,Hot Lips Page
2740,Benny Waters,Joe Williams (jazz singer)
2741,Benny Waters,"http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
2742,Benny Waters,Charlie Parker
2743,Benny Waters,Charlie Johnson (bandleader)
2744,Benny Waters,Sy Oliver
2745,Benny Waters,Fletcher Henderson
2746,Benny Waters,Louis Armstrong
2747,Benny Waters,Trummy Young
2748,Benny Waters,Jimmie Lunceford
2749,Benny Waters,Benny Carter
2750,Benny Waters,Jimmy Harrison
2751,Benny Waters,Johnny Hodges
2752,Benny Waters,Jimmy Archey
2753,Benny Waters,Benny Goodman
2754,Benny Waters,Count Basie
2755,Benny Waters,Billy Taylor (jazz bassist)
2756,Benny Waters,Sidney De Paris
2757,Benny Waters,Joe Thomas (tenor saxophonist)
2758,Benny Waters,Earl Bostic
2759,Benny Waters,Duke Ellington
2760,Ed Shaughnessy,Quincy Jones
2761,Ed Shaughnessy,Bud Powell
2762,Ed Shaughnessy,Jack Teagarden
2763,Ed Shaughnessy,Morey Feld
2764,Ed Shaughnessy,Roy Eldridge
2765,Ed Shaughnessy,Mundell Lowe
2766,Ed Shaughnessy,George Shearing
2767,Ed Shaughnessy,John Levy (musician)
2768,Ed Shaughnessy,Doc Severinsen
2769,Ed Shaughnessy,Joe Williams (jazz singer)
2770,Ed Shaughnessy,Don Lamond
2771,Ed Shaughnessy,Oscar Peterson
2772,Ed Shaughnessy,Norman Granz
2773,Ed Shaughnessy,Tony Scott (musician)
2774,Ed Shaughnessy,Milt Hinton
2775,Ed Shaughnessy,Louie Bellson
2776,Ed Shaughnessy,Lionel Hampton
2777,Ed Shaughnessy,Charlie Parker
2778,Ed Shaughnessy,Kenny Clarke
2779,Ed Shaughnessy,Max Roach
2780,Ed Shaughnessy,Zoot Sims
2781,Ed Shaughnessy,Mel Lewis
2782,Ed Shaughnessy,Woody Herman
2783,Ed Shaughnessy,Tommy Dorsey
2784,Ed Shaughnessy,Roy Kral
2785,Ed Shaughnessy,Thelonious Monk
2786,Ed Shaughnessy,Art Blakey
2787,Ed Shaughnessy,Teddy Wilson
2788,Ed Shaughnessy,Oliver Nelson
2789,Ed Shaughnessy,Buddy Rich
2790,Ed Shaughnessy,Don Byas
2791,Ed Shaughnessy,Dick Hyman
2792,Ed Shaughnessy,Chick Corea
2793,Ed Shaughnessy,Benny Goodman
2794,Ed Shaughnessy,Count Basie
2795,Ed Shaughnessy,Sid Catlett
2796,Ed Shaughnessy,Jackie Cain
2797,Ed Shaughnessy,Duke Ellington
2798,Eddie Marshall,Art Tatum
2799,Eddie Marshall,Wilson Pickett
2800,Eddie Marshall,Johnny Griffin
2801,Eddie Marshall,Billy Drummond
2802,Eddie Marshall,Al Green
2803,Eddie Marshall,Stan Getz
2804,Eddie Marshall,Clifford Jordan
2805,Eddie Marshall,Art Farmer
2806,Eddie Marshall,Richie Powell
2807,Eddie Marshall,Jon Hendricks
2808,Eddie Marshall,Bill Graham (musician)
2809,Eddie Marshall,Jake Hanna
2810,Eddie Marshall,Kenny Dorham
2811,Eddie Marshall,Dexter Gordon
2812,Eddie Marshall,Milt Hinton
2813,Eddie Marshall,Hank Jones
2814,Eddie Marshall,Miles Davis
2815,Eddie Marshall,Gene Krupa
2816,Eddie Marshall,Charlie Parker
2817,Eddie Marshall,Art Taylor
2818,Eddie Marshall,Max Roach
2819,Eddie Marshall,Woody Herman
2820,Eddie Marshall,David Murray (saxophonist)
2821,Eddie Marshall,McCoy Tyner
2822,Eddie Marshall,Louis Armstrong
2823,Eddie Marshall,Art Blakey
2824,Eddie Marshall,Michael White (violinist)
2825,Eddie Marshall,Kaiser Marshall
2826,Eddie Marshall,Teddy Wilson
2827,Eddie Marshall,Bobby Hutcherson
2828,Eddie Marshall,Mick Jagger
2829,Eddie Marshall,George Cables
2830,Eddie Marshall,Buddy Rich
2831,Eddie Marshall,Stevie Wonder
2832,Eddie Marshall,Jon Jang
2833,Eddie Marshall,Clifford Brown
2834,Eddie Marshall,George Wettling
2835,Eddie Marshall,Benny Goodman
2836,Eddie Marshall,Count Basie
2837,Eddie Marshall,Herbie Hancock
2838,Eddie Marshall,Duke Ellington
2839,Oscar Peterson,Art Tatum
2840,Oscar Peterson,Coleman Hawkins
2841,Oscar Peterson,Nat King Cole
2842,Oscar Peterson,Cat Anderson
2843,Oscar Peterson,Roy Eldridge
2844,Oscar Peterson,Ella Fitzgerald
2845,Oscar Peterson,Lester Young
2846,Oscar Peterson,Ben Webster
2847,Oscar Peterson,Benny Green (pianist)
2848,Oscar Peterson,Joe Williams (jazz singer)
2849,Oscar Peterson,Norman Granz
2850,Oscar Peterson,Ray Brown Jr.
2851,Oscar Peterson,Dizzy Gillespie
2852,Oscar Peterson,Louie Bellson
2853,Oscar Peterson,Herb Ellis
2854,Oscar Peterson,Harry Carney
2855,Oscar Peterson,Louis Armstrong
2856,Oscar Peterson,Benny Carter
2857,Oscar Peterson,Ray Brown (musician)
2858,Oscar Peterson,Barney Kessel
2859,Oscar Peterson,Johnny Hodges
2860,Oscar Peterson,Joe Newman (trumpeter)
2861,Oscar Peterson,Clark Terry
2862,Oscar Peterson,Glenn Miller
2863,Oscar Peterson,Count Basie
2864,Oscar Peterson,Ed Thigpen
2865,Oscar Peterson,Duke Ellington
2866,Harold Ousley,Johnny Griffin
2867,Harold Ousley,Quincy Jones
2868,Harold Ousley,Coleman Hawkins
2869,Harold Ousley,Bud Powell
2870,Harold Ousley,Nat King Cole
2871,Harold Ousley,Jack McDuff
2872,Harold Ousley,Randy Weston
2873,Harold Ousley,George Coleman
2874,Harold Ousley,Ray Bryant
2875,Harold Ousley,Lester Young
2876,Harold Ousley,Alice Coltrane
2877,Harold Ousley,Red Saunders (musician)
2878,Harold Ousley,Milt Hinton
2879,Harold Ousley,Lionel Hampton
2880,Harold Ousley,Charlie Parker
2881,Harold Ousley,Stanley Turrentine
2882,Harold Ousley,Louis Armstrong
2883,Harold Ousley,Yusef Lateef
2884,Harold Ousley,Roy Hamilton
2885,Harold Ousley,George Benson
2886,Harold Ousley,Monty Alexander
2887,Harold Ousley,Clark Terry
2888,Harold Ousley,Count Basie
2889,Harold Ousley,Dinah Washington
2890,Harold Ousley,Duke Ellington
2891,Doc Cheatham,Miles Davis
2892,Doc Cheatham,Wynton Marsalis
2893,Doc Cheatham,Chick Webb
2894,Doc Cheatham,Buck Clayton
2895,Doc Cheatham,Tito Puente
2896,Doc Cheatham,Erroll Garner
2897,Doc Cheatham,Ted Lewis (musician)
2898,Doc Cheatham,Count Basie
2899,Doc Cheatham,Benny Carter
2900,Doc Cheatham,Charlie Shavers
2901,Doc Cheatham,"http://dbpedia.org/resource/Joe_""King""_Oliver"
2902,Doc Cheatham,Roy Hargrove
2903,Doc Cheatham,Bennie Moten
2904,Doc Cheatham,Harry Edison
2905,Doc Cheatham,Stan Kenton
2906,Doc Cheatham,Jelly Roll Morton
2907,Doc Cheatham,Louis Armstrong
2908,Doc Cheatham,Benny Goodman
2909,Doc Cheatham,Jay McShann
2910,Doc Cheatham,Milt Hinton
2911,Doc Cheatham,Dizzy Gillespie
2912,Doc Cheatham,Johnny Dunn
2913,Doc Cheatham,Charlie Parker
2914,Doc Cheatham,Sam Wooding
2915,Doc Cheatham,Hot Lips Page
2916,Doc Cheatham,Cab Calloway
