,Artiste1,Artiste2
718,Mary Lou Williams,Tricky Sam Nanton
719,Mary Lou Williams,Billie Holiday
720,Mary Lou Williams,Erroll Garner
721,Mary Lou Williams,Doc Cheatham
722,Mary Lou Williams,Ella Fitzgerald
723,Mary Lou Williams,J. P. Pickens
724,Mary Lou Williams,Lester Young
725,Mary Lou Williams,Ben Webster
726,Mary Lou Williams,Wardell Gray
727,Mary Lou Williams,Florence Mills
728,Mary Lou Williams,Pete Johnson
729,Mary Lou Williams,Walter Page
730,Mary Lou Williams,Chick Webb
731,Mary Lou Williams,Hot Lips Page
732,Mary Lou Williams,Kai Winding
733,Mary Lou Williams,Jelly Roll Morton
734,Mary Lou Williams,Stella Brooks
735,Mary Lou Williams,J. C. Johnson
736,Mary Lou Williams,Joe Williams (jazz singer)
737,Mary Lou Williams,Percy Heath
738,Mary Lou Williams,Chu Berry
739,Mary Lou Williams,Norman Granz
740,Mary Lou Williams,Kenny Dorham
741,Mary Lou Williams,"http://dbpedia.org/resource/James_""Bubber""_Miley"
742,Mary Lou Williams,Miles Davis
743,Mary Lou Williams,Dizzy Gillespie
744,Mary Lou Williams,Garland Wilson
745,Mary Lou Williams,Illinois Jacquet
746,Mary Lou Williams,Al Hall (musician)
747,Mary Lou Williams,Charlie Parker
748,Mary Lou Williams,Kenny Clarke
749,Mary Lou Williams,Buck Clayton
750,Mary Lou Williams,Red Norvo
751,Mary Lou Williams,
752,Mary Lou Williams,Claude Williams (musician)
753,Mary Lou Williams,Cab Calloway
754,Mary Lou Williams,Max Roach
755,Mary Lou Williams,Moses Asch
756,Mary Lou Williams,"http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
757,Mary Lou Williams,Woody Herman
758,Mary Lou Williams,Fletcher Henderson
759,Mary Lou Williams,Mickey Roker
760,Mary Lou Williams,Hazel Scott
761,Mary Lou Williams,Lovie Austin
762,Mary Lou Williams,Jack Kapp
763,Mary Lou Williams,Louis Armstrong
764,Mary Lou Williams,Edmond Hall
765,Mary Lou Williams,Thelonious Monk
766,Mary Lou Williams,Earl Hines
767,Mary Lou Williams,Art Blakey
768,Mary Lou Williams,Lena Horne
769,Mary Lou Williams,George Wein
770,Mary Lou Williams,Shorty Baker
771,Mary Lou Williams,Melba Liston
772,Mary Lou Williams,Don Byas
773,Mary Lou Williams,Ben Pollack
774,Mary Lou Williams,Johnny Hodges
775,Mary Lou Williams,James P. Johnson
776,Mary Lou Williams,Thelma Carpenter
777,Mary Lou Williams,J. C. Higginbotham
778,Mary Lou Williams,Joe Turner (jazz pianist)
779,Mary Lou Williams,Ethel Waters
780,Mary Lou Williams,Andrew Kirk
781,Mary Lou Williams,Josh White
782,Mary Lou Williams,Fats Navarro
783,Mary Lou Williams,Fats Waller
784,Mary Lou Williams,Eddie Heywood
785,Mary Lou Williams,Sarah Vaughan
786,Mary Lou Williams,Benny Goodman
787,Mary Lou Williams,Bert Firman
788,Mary Lou Williams,Mildred Bailey
789,Mary Lou Williams,Count Basie
790,Mary Lou Williams,Tadd Dameron
791,Mary Lou Williams,John Hammond (producer)
792,Mary Lou Williams,J. C. Heard
793,Mary Lou Williams,John Coltrane
794,Mary Lou Williams,Billy Taylor (jazz bassist)
795,Mary Lou Williams,Bill Coleman
796,Mary Lou Williams,Herschel Evans
797,Mary Lou Williams,Bennie Moten
798,Mary Lou Williams,Babs Gonzales
799,Mary Lou Williams,Musa Kaleem
800,Mary Lou Williams,Barry Ulanov
801,Mary Lou Williams,Blanche Calloway
802,Mary Lou Williams,Jo Jones
803,Mary Lou Williams,Duke Ellington
804,Billy Taylor (jazz bassist),Art Tatum
805,Billy Taylor (jazz bassist),John Lewis (pianist)
806,Billy Taylor (jazz bassist),Shadow Wilson
807,Billy Taylor (jazz bassist),Quincy Jones
808,Billy Taylor (jazz bassist),Coleman Hawkins
809,Billy Taylor (jazz bassist),Bud Powell
810,Billy Taylor (jazz bassist),Stuff Smith
811,Billy Taylor (jazz bassist),Erskine Hawkins
812,Billy Taylor (jazz bassist),Doc West
813,Billy Taylor (jazz bassist),Charlie Christian
814,Billy Taylor (jazz bassist),Bing Crosby
815,Billy Taylor (jazz bassist),Richard Wright (musician)
816,Billy Taylor (jazz bassist),Jimmy Smith (musician)
817,Billy Taylor (jazz bassist),Chubby Jackson
818,Billy Taylor (jazz bassist),Cozy Cole
819,Billy Taylor (jazz bassist),Jimmy Rushing
820,Billy Taylor (jazz bassist),Slam Stewart
821,Billy Taylor (jazz bassist),Leo Parker
822,Billy Taylor (jazz bassist),Stan Kenton
823,Billy Taylor (jazz bassist),Randy Weston
824,Billy Taylor (jazz bassist),Roy Eldridge
825,Billy Taylor (jazz bassist),Billie Holiday
826,Billy Taylor (jazz bassist),Erroll Garner
827,Billy Taylor (jazz bassist),Billy Kyle
828,Billy Taylor (jazz bassist),Ray Bryant
829,Billy Taylor (jazz bassist),George Shearing
830,Billy Taylor (jazz bassist),Jimmy Crawford (drummer)
831,Billy Taylor (jazz bassist),Lester Young
832,Billy Taylor (jazz bassist),Ben Webster
833,Billy Taylor (jazz bassist),Chick Webb
834,Billy Taylor (jazz bassist),Jim Hall (musician)
835,Billy Taylor (jazz bassist),John Levy (musician)
836,Billy Taylor (jazz bassist),Sandy Block
837,Billy Taylor (jazz bassist),Red Saunders (musician)
838,Billy Taylor (jazz bassist),Jerome Richardson
839,Billy Taylor (jazz bassist),John Simmons (musician)
840,Billy Taylor (jazz bassist),Frank Wess
841,Billy Taylor (jazz bassist),Bill Harris (musician)
842,Billy Taylor (jazz bassist),Cootie Williams
843,Billy Taylor (jazz bassist),Ted Sturgis
844,Billy Taylor (jazz bassist),Percy Heath
845,Billy Taylor (jazz bassist),Oscar Peterson
846,Billy Taylor (jazz bassist),Bill Graham (musician)
847,Billy Taylor (jazz bassist),Tyree Glenn
848,Billy Taylor (jazz bassist),Milt Jackson
849,Billy Taylor (jazz bassist),Tommy Potter
850,Billy Taylor (jazz bassist),Terry Gibbs
851,Billy Taylor (jazz bassist),Tony Scott (musician)
852,Billy Taylor (jazz bassist),Jonah Jones
853,Billy Taylor (jazz bassist),Nancy Wilson (jazz singer)
854,Billy Taylor (jazz bassist),Clarence Profit
855,Billy Taylor (jazz bassist),Hank Jones
856,Billy Taylor (jazz bassist),Miles Davis
857,Billy Taylor (jazz bassist),Lloyd Trotman
858,Billy Taylor (jazz bassist),Buster Harding
859,Billy Taylor (jazz bassist),Dizzy Gillespie
860,Billy Taylor (jazz bassist),Nat Peck
861,Billy Taylor (jazz bassist),Frank Sinatra
862,Billy Taylor (jazz bassist),Webster Young
863,Billy Taylor (jazz bassist),Red Rodney
864,Billy Taylor (jazz bassist),Peggy Lee
865,Billy Taylor (jazz bassist),Joe Loco
866,Billy Taylor (jazz bassist),Al Haig
867,Billy Taylor (jazz bassist),Al Hall (musician)
868,Billy Taylor (jazz bassist),Jelly Roll Morton
869,Billy Taylor (jazz bassist),Charlie Parker
870,Billy Taylor (jazz bassist),Charlie Barnet
871,Billy Taylor (jazz bassist),Buck Clayton
872,Billy Taylor (jazz bassist),Red Norvo
873,Billy Taylor (jazz bassist),Cab Calloway
874,Billy Taylor (jazz bassist),Jimmy Cleveland
875,Billy Taylor (jazz bassist),Tiny Grimes
876,Billy Taylor (jazz bassist),Morris Levy
877,Billy Taylor (jazz bassist),Max Roach
878,Billy Taylor (jazz bassist),Charlie Shavers
879,Billy Taylor (jazz bassist),Les Paul
880,Billy Taylor (jazz bassist),William Edward Childs
881,Billy Taylor (jazz bassist),Woody Herman
882,Billy Taylor (jazz bassist),Charles Mingus
883,Billy Taylor (jazz bassist),Fletcher Henderson
884,Billy Taylor (jazz bassist),Mary Lou Williams
885,Billy Taylor (jazz bassist),Hazel Scott
886,Billy Taylor (jazz bassist),Freddie Green
887,Billy Taylor (jazz bassist),Louis Armstrong
888,Billy Taylor (jazz bassist),Tommy Dorsey
889,Billy Taylor (jazz bassist),Thelonious Monk
890,Billy Taylor (jazz bassist),Earl Hines
