"","x"
"3056","http://dbpedia.org/resource/Alfred_""Pee_Wee""_Ellis"
"3057","Buddy DeFranco"
"3058","Phil Woods"
"3059","Buddy DeFranco"
"3060","Pee Wee Erwin"
"3061","Buddy DeFranco"
"3062","Duke Ellington"
"3063","Dave Brubeck"
"3064","Art Tatum"
"3065","Dave Brubeck"
"3066","Bud Powell"
"3067","Dave Brubeck"
"3068","Stan Getz"
"3069","Dave Brubeck"
"3070","The King Sisters"
"3071","Dave Brubeck"
"3072","Bill Smith (jazz musician)"
"3073","Dave Brubeck"
"3074","Wynton Marsalis"
"3075","Dave Brubeck"
"3076","Stan Kenton"
"3077","Dave Brubeck"
"3078","Cal Tjader"
"3079","Dave Brubeck"
"3080","Alan Dawson"
"3081","Dave Brubeck"
"3082","Billy Kyle"
"3083","Dave Brubeck"
"3084","Carmen McRae"
"3085","Dave Brubeck"
"3086","Vince Guaraldi"
"3087","Dave Brubeck"
"3088","Dave Van Ronk"
"3089","Dave Brubeck"
"3090","Jelly Roll Morton"
"3091","Dave Brubeck"
"3092","Gil Evans"
"3093","Dave Brubeck"
"3094","Marian McPartland"
"3095","Dave Brubeck"
"3096","Joe Morello"
"3097","Dave Brubeck"
"3098","Turk Murphy"
"3099","Dave Brubeck"
"3100","Norman Bates (musician)"
"3101","Dave Brubeck"
"3102","Gunther Schuller"
"3103","Dave Brubeck"
"3104","Miles Davis"
"3105","Dave Brubeck"
"3106","Dizzy Gillespie"
"3107","Dave Brubeck"
"3108","Frank Sinatra"
"3109","Dave Brubeck"
"3110","Goddard Lieberson"
"3111","Dave Brubeck"
"3112","Louie Bellson"
"3113","Dave Brubeck"
"3114","Ron Carter"
"3115","Dave Brubeck"
"3116","Lionel Hampton"
"3117","Dave Brubeck"
"3118","Charlie Parker"
"3119","Dave Brubeck"
"3120","Red Norvo"
"3121","Dave Brubeck"
"3122","Lennie Tristano"
"3123","Dave Brubeck"
"3124","Ted Rosenthal"
"3125","Dave Brubeck"
"3126","Lew Soloff"
"3127","Dave Brubeck"
"3128","Junior Raglin"
"3129","Dave Brubeck"
"3130","Mercer Ellington"
"3131","Dave Brubeck"
"3132","Woody Herman"
"3133","Dave Brubeck"
"3134","Louis Armstrong"
"3135","Dave Brubeck"
"3136","Thelonious Monk"
"3137","Dave Brubeck"
"3138","Tony Bennett"
"3139","Dave Brubeck"
"3140","George Wein"
"3141","Dave Brubeck"
"3142","Teddy Wilson"
"3143","Dave Brubeck"
"3144","Cleo Brown"
"3145","Dave Brubeck"
"3146","Clive Davis"
"3147","Dave Brubeck"
"3148","Benny Goodman"
"3149","Dave Brubeck"
"3150","George Washington (trombonist)"
"3151","Dave Brubeck"
"3152","Count Basie"
"3153","Dave Brubeck"
"3154","John Hammond (producer)"
"3155","Dave Brubeck"
"3156","Alvino Rey"
"3157","Dave Brubeck"
"3158","Teo Macero"
"3159","Dave Brubeck"
"3160","Eugene Wright"
"3161","Dave Brubeck"
"3162","Chris Brubeck"
"3163","Dave Brubeck"
"3164","Tal Farlow"
"3165","Dave Brubeck"
"3166","Barry Ulanov"
"3167","Dave Brubeck"
"3168","Duke Ellington"
"3169","Bob Haggart"
"3170","Coleman Hawkins"
"3171","Bob Haggart"
"3172","George Masso"
"3173","Bob Haggart"
"3174","Jack Teagarden"
"3175","Bob Haggart"
"3176","Howard Alden"
"3177","Bob Haggart"
"3178","Lester Young"
"3179","Bob Haggart"
"3180","Pops Foster"
"3181","Bob Haggart"
"3182","Chu Berry"
"3183","Bob Haggart"
"3184","Oscar Peterson"
"3185","Bob Haggart"
"3186","Jake Hanna"
"3187","Bob Haggart"
"3188","Milt Hinton"
"3189","Bob Haggart"
"3190","Dizzy Gillespie"
"3191","Bob Haggart"
"3192","That 1 Guy"
"3193","Bob Haggart"
"3194","Kenny Davern"
"3195","Bob Haggart"
"3196","Flip Phillips"
"3197","Bob Haggart"
"3198","Yank Lawson"
"3199","Bob Haggart"
"3200","Cab Calloway"
"3201","Bob Haggart"
"3202","Dan Barrett (musician)"
"3203","Bob Haggart"
"3204","George Van Eps"
"3205","Bob Haggart"
"3206","Red Nichols"
"3207","Bob Haggart"
"3208","Steve Brown (musician)"
"3209","Bob Haggart"
"3210","Louis Armstrong"
"3211","Bob Haggart"
"3212","Tommy Dorsey"
"3213","Bob Haggart"
"3214","Scott LaFaro"
"3215","Bob Haggart"
"3216","Ralph Sutton"
"3217","Bob Haggart"
"3218","Bobby Hackett"
"3219","Bob Haggart"
"3220","Ray Brown (musician)"
"3221","Bob Haggart"
"3222","Artie Bernstein"
"3223","Bob Haggart"
"3224","Matty Matlock"
"3225","Bob Haggart"
"3226","Tex Beneke"
"3227","Bob Haggart"
"3228","Jimmy Dorsey"
"3229","Bob Haggart"
"3230","Artie Shaw"
"3231","Bob Haggart"
"3232","Ken Peplowski"
"3233","Bob Haggart"
"3234","Benny Goodman"
"3235","Bob Haggart"
"3236","Bill Evans"
"3237","Bob Haggart"
"3238","Glenn Miller"
"3239","Bob Haggart"
"3240","Ray Bauduc"
"3241","Bob Haggart"
"3242","Eddie Miller (jazz saxophonist)"
"3243","Jimmy Scott"
"3244","Quincy Jones"
"3245","Jimmy Scott"
"3246","Nat King Cole"
"3247","Jimmy Scott"
"3248","Big Maybelle"
"3249","Jimmy Scott"
"3250","Billie Holiday"
"3251","Jimmy Scott"
"3252","Little Willie John"
"3253","Jimmy Scott"
"3254","Ella Fitzgerald"
"3255","Jimmy Scott"
"3256","Lester Young"
"3257","Jimmy Scott"
"3258","Little Willie Littlefield"
"3259","Jimmy Scott"
"3260","Dexter Gordon"
"3261","Jimmy Scott"
"3262","Nancy Wilson (jazz singer)"
"3263","Jimmy Scott"
"3264","Dizzy Gillespie"
"3265","Jimmy Scott"
"3266","Illinois Jacquet"
"3267","Jimmy Scott"
"3268","Lionel Hampton"
"3269","Jimmy Scott"
"3270","Charlie Parker"
"3271","Jimmy Scott"
"3272","Cab Calloway"
"3273","Jimmy Scott"
"3274","Oh No (musician)"
"3275","Jimmy Scott"
"3276","Seymour Stein"
"3277","Jimmy Scott"
"3278","Fred Mendelsohn"
"3279","Jimmy Scott"
"3280","Mary Ann McCall"
"3281","Jimmy Scott"
"3282","Clyde McPhatter"
"3283","Jimmy Scott"
"3284","Mary Ann Redmond"
"3285","Jimmy Scott"
"3286","Billy Eckstine"
"3287","Jimmy Scott"
"3288","Louis Armstrong"
"3289","Jimmy Scott"
"3290","Tommy Dorsey"
"3291","Jimmy Scott"
"3292","Earl Hines"
"3293","Jimmy Scott"
"3294","Jimmie Lunceford"
"3295","Jimmy Scott"
"3296","Scott LaFaro"
"3297","Jimmy Scott"
"3298","Benny Carter"
"3299","Jimmy Scott"
"3300","Gerald Wilson"
"3301","Jimmy Scott"
"3302","Marty Paich"
"3303","Jimmy Scott"
"3304","Betty Carter"
"3305","Jimmy Scott"
"3306","Sarah Vaughan"
"3307","Jimmy Scott"
"3308","Benny Goodman"
"3309","Jimmy Scott"
"3310","Julie London"
"3311","Jimmy Scott"
"3312","Count Basie"
"3313","Jimmy Scott"
"3314","Tadd Dameron"
"3315","Jimmy Scott"
"3316","Jim Scott (musician)"
"3317","Jimmy Scott"
"3318","Wynonie Harris"
"3319","Jimmy Scott"
"3320","Dinah Washington"
"3321","J. J. Johnson"
"3322","John Lewis (pianist)"
"3323","J. J. Johnson"
"3324","Shadow Wilson"
"3325","J. J. Johnson"
"3326","Les McCann"
"3327","J. J. Johnson"
"3328","Alton Moore"
"3329","J. J. Johnson"
"3330","Quincy Jones"
"3331","J. J. Johnson"
"3332","Coleman Hawkins"
"3333","J. J. Johnson"
"3334","Bud Powell"
"3335","J. J. Johnson"
"3336","Nat King Cole"
"3337","J. J. Johnson"
"3338","Erskine Hawkins"
"3339","J. J. Johnson"
"3340","Charlie Christian"
"3341","J. J. Johnson"
"3342","Stan Getz"
"3343","J. J. Johnson"
"3344","Joe Henderson"
"3345","J. J. Johnson"
"3346","Gene Harris"
"3347","J. J. Johnson"
"3348","Lucky Thompson"
"3349","J. J. Johnson"
"3350","Ted Dunbar"
"3351","J. J. Johnson"
"3352","Rufus Reid"
"3353","J. J. Johnson"
"3354","Tommy Newsom"
"3355","J. J. Johnson"
"3356","The King Sisters"
"3357","J. J. Johnson"
"3358","Leo Parker"
"3359","J. J. Johnson"
"3360","Neal Hefti"
"3361","J. J. Johnson"
"3362","Jimmy Cobb"
"3363","J. J. Johnson"
"3364","Stan Kenton"
"3365","J. J. Johnson"
"3366","Earl Coleman (singer)"
"3367","J. J. Johnson"
"3368","Oscar Pettiford"
"3369","J. J. Johnson"
"3370","Roy Eldridge"
"3371","J. J. Johnson"
"3372","Michael Brecker"
"3373","J. J. Johnson"
"3374","Tom Gullion"
"3375","J. J. Johnson"
"3376","Clifford Jordan"
"3377","J. J. Johnson"
"3378","Snooky Young"
"3379","J. J. Johnson"
"3380","Freddie Hubbard"
"3381","J. J. Johnson"
"3382","Lester Young"
"3383","J. J. Johnson"
"3384","Phil Wilson (trombonist)"
"3385","J. J. Johnson"
"3386","Lee Young"
"3387","J. J. Johnson"
"3388","Sonny Stitt"
"3389","J. J. Johnson"
"3390","John Coltrane"
"3391","J. J. Johnson"
"3392","Walter Bishop Jr."
"3393","J. J. Johnson"
"3394","Art Farmer"
"3395","J. J. Johnson"
"3396","Cecil Payne"
"3397","J. J. Johnson"
"3398","Fred Beckett"
"3399","J. J. Johnson"
"3400","Wynton Kelly"
"3401","J. J. Johnson"
"3402","Kai Winding"
"3403","J. J. Johnson"
"3404","Nathan Davis (saxophonist)"
"3405","J. J. Johnson"
"3406","Jackie McLean"
"3407","J. J. Johnson"
"3408","Bill Harris (musician)"
"3409","J. J. Johnson"
"3410","Jamey Aebersold"
"3411","J. J. Johnson"
"3412","Bennie Green"
"3413","J. J. Johnson"
"3414","Percy Heath"
"3415","J. J. Johnson"
"3416","Oscar Peterson"
"3417","J. J. Johnson"
"3418","Norman Granz"
"3419","J. J. Johnson"
"3420","Jay Johnson (singer)"
"3421","J. J. Johnson"
"3422","Milt Jackson"
"3423","J. J. Johnson"
"3424","Tommy Potter"
"3425","J. J. Johnson"
"3426","Freddie Webster"
"3427","J. J. Johnson"
"3428","John Carisi"
"3429","J. J. Johnson"
"3430","Gunther Schuller"
"3431","J. J. Johnson"
"3432","Harold Land"
"3433","J. J. Johnson"
"3434","Hank Mobley"
"3435","J. J. Johnson"
"3436","Miles Davis"
"3437","J. J. Johnson"
"3438","Bill Berg (musician)"
"3439","J. J. Johnson"
"3440","Dizzy Gillespie"
"3441","J. J. Johnson"
"3442","Benny Golson"
"3443","J. J. Johnson"
"3444","Budd Johnson"
"3445","J. J. Johnson"
"3446","Illinois Jacquet"
"3447","J. J. Johnson"
"3448","Ron Carter"
"3449","J. J. Johnson"
"3450","Lionel Hampton"
"3451","J. J. Johnson"
"3452","http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
"3453","J. J. Johnson"
"3454","David Baker (composer)"
"3455","J. J. Johnson"
"3456","Charlie Parker"
"3457","J. J. Johnson"
"3458","Bobby Troup"
"3459","J. J. Johnson"
"3460","Kenny Clarke"
"3461","J. J. Johnson"
"3462","Julius Watkins"
"3463","J. J. Johnson"
"3464","Flip Phillips"
"3465","J. J. Johnson"
"3466","Lennie Tristano"
"3467","J. J. Johnson"
"3468","Sammy Davis Jr."
"3469","J. J. Johnson"
"3470","Red Garland"
"3471","J. J. Johnson"
"3472","Jimmy Coe"
"3473","J. J. Johnson"
"3474","Horace Silver"
"3475","J. J. Johnson"
"3476","Max Roach"
"3477","J. J. Johnson"
"3478","Rudy Williams"
"3479","J. J. Johnson"
"3480","Charlie Shavers"
"3481","J. J. Johnson"
"3482","Wes Montgomery"
"3483","J. J. Johnson"
"3484","Larry Williams"
"3485","J. J. Johnson"
"3486","Oh No (musician)"
"3487","J. J. Johnson"
"3488","Russell Jacquet"
"3489","J. J. Johnson"
"3490","Woody Herman"
"3491","J. J. Johnson"
"3492","Sy Oliver"
"3493","J. J. Johnson"
"3494","Charles Mingus"
"3495","J. J. Johnson"
"3496","Mary Ann McCall"
"3497","J. J. Johnson"
"3498","Mary Lou Williams"
"3499","J. J. Johnson"
"3500","Lalo Schifrin"
"3501","J. J. Johnson"
"3502","Mary Ann Redmond"
"3503","J. J. Johnson"
"3504","Tommy Dorsey"
"3505","J. J. Johnson"
"3506","Thelonious Monk"
"3507","J. J. Johnson"
"3508","Trummy Young"
"3509","J. J. Johnson"
"3510","Art Blakey"
"3511","J. J. Johnson"
"3512","Lena Horne"
"3513","J. J. Johnson"
"3514","Benny Carter"
"3515","J. J. Johnson"
"3516","Jay McShann"
"3517","J. J. Johnson"
"3518","Philly Joe Jones"
"3519","J. J. Johnson"
"3520","Cedar Walton"
"3521","J. J. Johnson"
"3522","Ray Brown (musician)"
"3523","J. J. Johnson"
"3524","Oliver Nelson"
"3525","J. J. Johnson"
"3526","Tiny Bradshaw"
"3527","J. J. Johnson"
"3528","Don Byas"
"3529","J. J. Johnson"
"3530","Bob Brookmeyer"
"3531","J. J. Johnson"
"3532","Joe Newman (trumpeter)"
"3533","J. J. Johnson"
"3534","Clark Terry"
"3535","J. J. Johnson"
"3536","Clifford Brown"
"3537","J. J. Johnson"
"3538","George Russell (composer)"
"3539","J. J. Johnson"
"3540","Nat Adderley"
"3541","J. J. Johnson"
"3542","John Kirby (musician)"
"3543","J. J. Johnson"
"3544","Abbey Lincoln"
"3545","J. J. Johnson"
"3546","Fats Navarro"
"3547","J. J. Johnson"
"3548","Slide Hampton"
"3549","J. J. Johnson"
"3550","Glenn Miller"
"3551","J. J. Johnson"
"3552","Count Basie"
"3553","J. J. Johnson"
"3554","Tadd Dameron"
"3555","J. J. Johnson"
"3556","Shirley Horn"
"3557","J. J. Johnson"
"3558","Gigi Gryce"
"3559","J. J. Johnson"
"3560","Connie Kay"
"3561","J. J. Johnson"
"3562","Terence Blanchard"
"3563","J. J. Johnson"
"3564","Babs Gonzales"
"3565","J. J. Johnson"
"3566","Earl Bostic"
"3567","J. J. Johnson"
"3568","Wendell Logan"
"3569","J. J. Johnson"
"3570","Jo Jones"
"3571","J. J. Johnson"
"3572","Harry Edison"
"3573","J. J. Johnson"
"3574","Snookum Russell"
"3575","J. J. Johnson"
"3576","Duke Ellington"
"3577","Louie Bellson"
"3578","Ray McKinley"
"3579","Louie Bellson"
"3580","Art Tatum"
"3581","Louie Bellson"
"3582","Butch Miles"
"3583","Louie Bellson"
"3584","Bobby Shew"
"3585","Louie Bellson"
"3586","Shadow Wilson"
"3587","Louie Bellson"
"3588","Gus Johnson (jazz musician)"
"3589","Louie Bellson"
"3590","Jon Faddis"
"3591","Louie Bellson"
"3592","Quincy Jones"
"3593","Louie Bellson"
"3594","Ed Shaughnessy"
"3595","Louie Bellson"
"3596","Meade Lux Lewis"
"3597","Louie Bellson"
"3598","Coleman Hawkins"
"3599","Louie Bellson"
"3600","Nat King Cole"
"3601","Louie Bellson"
"3602","Charlie Christian"
"3603","Louie Bellson"
"3604","Stan Getz"
"3605","Louie Bellson"
"3606","Sonny Greer"
"3607","Louie Bellson"
"3608","The Mighty Hannibal"
"3609","Louie Bellson"
"3610","Bing Crosby"
"3611","Louie Bellson"
"3612","Cat Anderson"
"3613","Louie Bellson"
"3614","Gregg Bissonette"
"3615","Louie Bellson"
"3616","Zutty Singleton"
"3617","Louie Bellson"
"3618","Cozy Cole"
"3619","Louie Bellson"
"3620","Tommy Newsom"
"3621","Louie Bellson"
"3622","Dave Weckl"
"3623","Louie Bellson"
"3624","Frank Rosolino"
"3625","Louie Bellson"
"3626","Neal Hefti"
"3627","Louie Bellson"
"3628","Keely Smith"
"3629","Louie Bellson"
"3630","Barry Harris"
"3631","Louie Bellson"
"3632","Stan Kenton"
"3633","Louie Bellson"
"3634","Paul Humphrey"
"3635","Louie Bellson"
"3636","Oscar Pettiford"
"3637","Louie Bellson"
"3638","Roy Eldridge"
"3639","Louie Bellson"
"3640","Tricky Sam Nanton"
"3641","Louie Bellson"
"3642","Alan Dawson"
"3643","Louie Bellson"
"3644","Erroll Garner"
"3645","Louie Bellson"
"3646","Michael Brecker"
"3647","Louie Bellson"
"3648","Steve Smith (musician)"
"3649","Louie Bellson"
"3650","Paul Barbarin"
"3651","Louie Bellson"
"3652","Don Abney"
"3653","Louie Bellson"
"3654","Snooky Young"
"3655","Louie Bellson"
"3656","Howard Johnson (jazz musician)"
"3657","Louie Bellson"
"3658","Ella Fitzgerald"
"3659","Louie Bellson"
"3660","Benny Bailey"
"3661","Louie Bellson"
"3662","Jimmy Crawford (drummer)"
"3663","Louie Bellson"
"3664","Lester Young"
"3665","Louie Bellson"
"3666","Thad Jones"
"3667","Louie Bellson"
"3668","Ben Webster"
"3669","Louie Bellson"
"3670","Chick Webb"
"3671","Louie Bellson"
"3672","John Coltrane"
"3673","Louie Bellson"
"3674","Louis Prima, Jr."
"3675","Louie Bellson"
"3676","Randy Brecker"
"3677","Louie Bellson"
"3678","David Friedman (percussionist)"
"3679","Louie Bellson"
"3680","Stan Levey"
"3681","Louie Bellson"
"3682","Sam Rivers"
"3683","Louie Bellson"
"3684","Frank Wess"
"3685","Louie Bellson"
"3686","J. C. Johnson"
"3687","Louie Bellson"
"3688","Joe Williams (jazz singer)"
"3689","Louie Bellson"
"3690","Don Lamond"
"3691","Louie Bellson"
"3692","Joe Morello"
"3693","Louie Bellson"
"3694","Oscar Peterson"
"3695","Louie Bellson"
"3696","Norman Granz"
"3697","Louie Bellson"
"3698","Frank Strazzeri"
"3699","Louie Bellson"
"3700","Jimmy Hamilton"
"3701","Louie Bellson"
"3702","Pat LaBarbera"
"3703","Louie Bellson"
"3704","John McLaughlin (musician)"
"3705","Louie Bellson"
"3706","Butch Ballard"
"3707","Louie Bellson"
"3708","Milt Jackson"
"3709","Louie Bellson"
"3710","William Bell (singer)"
"3711","Louie Bellson"
"3712","Buster Cooper"
"3713","Louie Bellson"
"3714","Terry Gibbs"
"3715","Louie Bellson"
"3716","Johnny Coles"
"3717","Louie Bellson"
"3718","Vinnie Colaiuta"
"3719","Louie Bellson"
"3720","Clare Fischer"
"3721","Louie Bellson"
"3722","Jeff Hamilton (drummer)"
"3723","Louie Bellson"
"3724","Mel Powell"
"3725","Louie Bellson"
"3726","http://dbpedia.org/resource/James_""Bubber""_Miley"
"3727","Louie Bellson"
"3728","Ray Brown Jr."
"3729","Louie Bellson"
"3730","Dee Dee Bridgewater"
"3731","Louie Bellson"
"3732","Milt Hinton"
"3733","Louie Bellson"
"3734","Al Grey"
"3735","Louie Bellson"
"3736","Frank Foster (musician)"
"3737","Louie Bellson"
"3738","Dizzy Gillespie"
"3739","Louie Bellson"
"3740","That 1 Guy"
"3741","Louie Bellson"
"3742","Lou Levy (pianist)"
"3743","Louie Bellson"
"3744","Peggy Lee"
"3745","Louie Bellson"
"3746","Ron Carter"
"3747","Louie Bellson"
"3748","Lionel Hampton"
"3749","Louie Bellson"
"3750","http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
"3751","Louie Bellson"
"3752","Gene Krupa"
"3753","Louie Bellson"
"3754","Charlie Parker"
"3755","Louie Bellson"
"3756","Steve Gadd"
"3757","Louie Bellson"
"3758","Charlie Barnet"
"3759","Louie Bellson"
"3760","Conte Candoli"
"3761","Louie Bellson"
"3762","Kenny Clarke"
"3763","Louie Bellson"
"3764","Ray Nance"
"3765","Louie Bellson"
"3766","Cab Calloway"
"3767","Louie Bellson"
"3768","Blue Mitchell"
"3769","Louie Bellson"
"3770","Jimmy Cleveland"
"3771","Louie Bellson"
"3772","Sam Woodyard"
"3773","Louie Bellson"
"3774","Max Roach"
"3775","Louie Bellson"
"3776","Al Jolson"
"3777","Louie Bellson"
"3778","Elvin Jones"
"3779","Louie Bellson"
"3780","Emil Richards"
"3781","Louie Bellson"
"3782","Charlie Shavers"
"3783","Louie Bellson"
"3784","Zoot Sims"
"3785","Louie Bellson"
"3786","Dave Barbour"
"3787","Louie Bellson"
"3788","Mel Lewis"
"3789","Louie Bellson"
"3790","Shelly Manne"
"3791","Louie Bellson"
"3792","Harry James"
"3793","Louie Bellson"
"3794","Harry Carney"
"3795","Louie Bellson"
"3796","Virgil Donati"
"3797","Louie Bellson"
"3798","Dave Tough"
"3799","Louie Bellson"
"3800","Buddy DeFranco"
"3801","Louie Bellson"
"3802","Woody Herman"
"3803","Louie Bellson"
"3804","Fletcher Henderson"
"3805","Louie Bellson"
"3806","Mickey Roker"
"3807","Louie Bellson"
"3808","Freddie Green"
"3809","Louie Bellson"
"3810","Louis Armstrong"
"3811","Louie Bellson"
"3812","Tommy Dorsey"
"3813","Louie Bellson"
"3814","Russell Procope"
"3815","Louie Bellson"
"3816","Billy Cobham"
"3817","Louie Bellson"
"3818","Bob Florence"
"3819","Louie Bellson"
"3820","Art Blakey"
"3821","Louie Bellson"
"3822","Jimmie Lunceford"
"3823","Louie Bellson"
"3824","Francisco Aguabella"
"3825","Louie Bellson"
"3826","Benny Carter"
"3827","Louie Bellson"
"3828","Tony Bennett"
"3829","Louie Bellson"
"3830","George Duvivier"
"3831","Louie Bellson"
"3832","Philly Joe Jones"
"3833","Louie Bellson"
"3834","Teddy Wilson"
"3835","Louie Bellson"
"3836","Ray Brown (musician)"
"3837","Louie Bellson"
"3838","Oliver Nelson"
"3839","Louie Bellson"
"3840","Barney Bigard"
"3841","Louie Bellson"
"3842","Buddy Rich"
"3843","Louie Bellson"
"3844","Johnny Hodges"
"3845","Louie Bellson"
"3846","Billy Strayhorn"
"3847","Louie Bellson"
"3848","Don Redman"
"3849","Louie Bellson"
"3850","Clark Terry"
"3851","Louie Bellson"
"3852","John Bunch"
"3853","Louie Bellson"
"3854","J. C. Higginbotham"
"3855","Louie Bellson"
"3856","Maceo Parker"
"3857","Louie Bellson"
"3858","Christian McBride"
"3859","Louie Bellson"
"3860","John Kirby (musician)"
"3861","Louie Bellson"
"3862","Johnny Hartman"
"3863","Louie Bellson"
"3864","Ethel Waters"
"3865","Louie Bellson"
"3866","Artie Shaw"
"3867","Louie Bellson"
"3868","George Wettling"
"3869","Louie Bellson"
"3870","Sarah Vaughan"
"3871","Louie Bellson"
"3872","Joe Pass"
"3873","Louie Bellson"
"3874","Benny Goodman"
"3875","Louie Bellson"
"3876","Earl Swope"
"3877","Louie Bellson"
"3878","Rex Stewart"
"3879","Louie Bellson"
"3880","Glenn Miller"
"3881","Louie Bellson"
"3882","Count Basie"
"3883","Louie Bellson"
"3884","Nicholas Payton"
"3885","Louie Bellson"
"3886","Bob Cranshaw"
"3887","Louie Bellson"
"3888","Harvey Mason"
"3889","Louie Bellson"
"3890","Paul Gonsalves"
"3891","Louie Bellson"
"3892","Baby Dodds"
"3893","Louie Bellson"
"3894","J. C. Heard"
"3895","Louie Bellson"
"3896","Mills Brothers"
"3897","Louie Bellson"
"3898","Herb Jeffries"
"3899","Louie Bellson"
"3900","Roy Haynes"
"3901","Louie Bellson"
"3902","Louis Prima"
"3903","Louie Bellson"
"3904","Sid Catlett"
"3905","Louie Bellson"
"3906","Louis Jordan"
"3907","Louie Bellson"
"3908","Lawrence Brown (jazz trombonist)"
"3909","Louie Bellson"
"3910","Ed Thigpen"
"3911","Louie Bellson"
"3912","Dennis Chambers"
"3913","Louie Bellson"
"3914","Jo Jones"
"3915","Louie Bellson"
"3916","Buddy Childers"
"3917","Louie Bellson"
"3918","Jon B."
"3919","Louie Bellson"
"3920","Anthony Williams"
"3921","Louie Bellson"
"3922","Harry Edison"
"3923","Louie Bellson"
"3924","Duke Ellington"
"3925","Quincy Jones"
"3926","Al Jarreau"
"3927","Quincy Jones"
"3928","Pee Wee Kirkland"
"3929","Quincy Jones"
"3930","John Lewis (pianist)"
"3931","Quincy Jones"
"3932","Sidney Bechet"
"3933","Quincy Jones"
"3934","Charlie Christian"
"3935","Quincy Jones"
"3936","Steve Lawrence"
"3937","Quincy Jones"
"3938","Mutt Carey"
"3939","Quincy Jones"
"3940","Billie Holiday"
"3941","Quincy Jones"
"3942","Patti Bown"
"3943","Quincy Jones"
"3944","Barry White"
"3945","Quincy Jones"
"3946","Benny Bailey"
"3947","Quincy Jones"
"3948","Ben Webster"
"3949","Quincy Jones"
"3950","John Coltrane"
"3951","Quincy Jones"
"3952","Art Farmer"
"3953","Quincy Jones"
"3954","Jerome Richardson"
"3955","Quincy Jones"
"3956","Pee Wee Russell"
"3957","Quincy Jones"
"3958","Joe Williams (jazz singer)"
"3959","Quincy Jones"
"3960","John Clayton (bassist)"
"3961","Quincy Jones"
"3962","Clora Bryant"
"3963","Quincy Jones"
"3964","Billy Preston"
"3965","Quincy Jones"
"3966","J. J. Johnson"
"3967","Quincy Jones"
"3968","Pee Wee Moore"
"3969","Quincy Jones"
"3970","Johnny Williams (drummer)"
"3971","Quincy Jones"
"3972","Cool C"
"3973","Quincy Jones"
"3974","Hank Jones"
"3975","Quincy Jones"
"3976","Miles Davis"
"3977","Quincy Jones"
"3978","Quentin Jackson"
"3979","Quincy Jones"
"3980","Frank Sinatra"
"3981","Quincy Jones"
"3982","That 1 Guy"
"3983","Quincy Jones"
"3984","Benny Golson"
"3985","Quincy Jones"
"3986","Les Spann"
"3987","Quincy Jones"
"3988","Alan Kay"
"3989","Quincy Jones"
"3990","Peggy Lee"
"3991","Quincy Jones"
"3992","Marvin Gaye"
"3993","Quincy Jones"
"3994","Lionel Hampton"
"3995","Quincy Jones"
"3996","David Baker (composer)"
"3997","Quincy Jones"
"3998","Charlie Parker"
"3999","Quincy Jones"
"4000","Julius Watkins"
"4001","Quincy Jones"
"4002","Sammy Davis Jr."
"4003","Quincy Jones"
"4004","Jimmy Cleveland"
"4005","Quincy Jones"
"4006","Max Roach"
"4007","Quincy Jones"
"4008","James Moody (saxophonist)"
"4009","Quincy Jones"
"4010","Billy Byers"
"4011","Quincy Jones"
"4012","Bill Johnson (reed player)"
"4013","Quincy Jones"
"4014","Larry Williams"
"4015","Quincy Jones"
"4016","Joey DeFrancesco"
"4017","Quincy Jones"
"4018","Kid Ory"
"4019","Quincy Jones"
"4020","Billy Eckstine"
"4021","Quincy Jones"
"4022","Louis Armstrong"
"4023","Quincy Jones"
"4024","Michael Cain"
"4025","Quincy Jones"
"4026","Jimmie Lunceford"
"4027","Quincy Jones"
"4028","Herb Pomeroy"
"4029","Quincy Jones"
"4030","Lena Horne"
"4031","Quincy Jones"
"4032","Benny Carter"
"4033","Quincy Jones"
"4034","Tony Bennett"
"4035","Quincy Jones"
"4036","Stevie Wonder"
"4037","Quincy Jones"
"4038","Tiny Bradshaw"
"4039","Quincy Jones"
"4040","Clark Terry"
"4041","Quincy Jones"
"4042","Clifford Brown"
"4043","Quincy Jones"
"4044","Jerry Hey"
"4045","Quincy Jones"
"4046","Tommy Mottola"
"4047","Quincy Jones"
"4048","Sarah Vaughan"
"4049","Quincy Jones"
"4050","Count Basie"
"4051","Quincy Jones"
"4052","Tadd Dameron"
"4053","Quincy Jones"
"4054","Harvey Mason"
"4055","Quincy Jones"
"4056","Herbie Hancock"
"4057","Quincy Jones"
"4058","Monk Montgomery"
"4059","Quincy Jones"
"4060","Billy Taylor (jazz bassist)"
"4061","Quincy Jones"
"4062","Gigi Gryce"
"4063","Quincy Jones"
"4064","http://dbpedia.org/resource/Alfred_""Pee_Wee""_Ellis"
"4065","Quincy Jones"
"4066","Phil Woods"
"4067","Quincy Jones"
"4068","Pee Wee Erwin"
"4069","Quincy Jones"
"4070","Dinah Washington"
"4071","Quincy Jones"
"4072","Jo Jones"
"4073","Quincy Jones"
"4074","Jon B."
"4075","Quincy Jones"
"4076","Floyd Smith (musician)"
"4077","Quincy Jones"
"4078","Duke Ellington"
"4079","Melba Liston"
"4080","John Lewis (pianist)"
"4081","Melba Liston"
