"","x"
"2028","Jimmy Dorsey"
"2029","Buddy Tate"
"2030","Andrew Kirk"
"2031","Buddy Tate"
"2032","Sarah Vaughan"
"2033","Buddy Tate"
"2034","Benny Goodman"
"2035","Buddy Tate"
"2036","Count Basie"
"2037","Buddy Tate"
"2038","Lucky Millinder"
"2039","Buddy Tate"
"2040","Herschel Evans"
"2041","Buddy Tate"
"2042","Jo Jones"
"2043","Buster Williams"
"2044","Coleman Hawkins"
"2045","Buster Williams"
"2046","Bing Crosby"
"2047","Buster Williams"
"2048","Lee Morgan"
"2049","Buster Williams"
"2050","Slam Stewart"
"2051","Buster Williams"
"2052","Ben Webster"
"2053","Buster Williams"
"2054","Sonny Stitt"
"2055","Buster Williams"
"2056","John Coltrane"
"2057","Buster Williams"
"2058","Oscar Peterson"
"2059","Buster Williams"
"2060","Ben Riley"
"2061","Buster Williams"
"2062","Kenny Dorham"
"2063","Buster Williams"
"2064","Wayne Shorter"
"2065","Buster Williams"
"2066","Harold Land"
"2067","Buster Williams"
"2068","Nancy Wilson (jazz singer)"
"2069","Buster Williams"
"2070","Kenny Barron"
"2071","Buster Williams"
"2072","Milt Hinton"
"2073","Buster Williams"
"2074","Miles Davis"
"2075","Buster Williams"
"2076","Dizzy Gillespie"
"2077","Buster Williams"
"2078","Ron Carter"
"2079","Buster Williams"
"2080","Charlie Parker"
"2081","Buster Williams"
"2082","Art Taylor"
"2083","Buster Williams"
"2084","Horace Silver"
"2085","Buster Williams"
"2086","Elvin Jones"
"2087","Buster Williams"
"2088","Louis Armstrong"
"2089","Buster Williams"
"2090","Billy Higgins"
"2091","Buster Williams"
"2092","Jimmy Garrison"
"2093","Buster Williams"
"2094","Art Blakey"
"2095","Buster Williams"
"2096","Nelson Boyd"
"2097","Buster Williams"
"2098","Ray Brown (musician)"
"2099","Buster Williams"
"2100","Clifford Brown"
"2101","Buster Williams"
"2102","Fats Waller"
"2103","Buster Williams"
"2104","Betty Carter"
"2105","Buster Williams"
"2106","Sarah Vaughan"
"2107","Buster Williams"
"2108","Al Foster"
"2109","Buster Williams"
"2110","Herbie Hancock"
"2111","Buster Williams"
"2112","Jo Jones"
"2113","Buster Williams"
"2114","Dakota Staton"
"2115","Buster Williams"
"2116","Duke Ellington"
"2117","Etta Jones"
"2118","Vanessa Rubin"
"2119","Etta Jones"
"2120","Etta James"
"2121","Etta Jones"
"2122","Peter Martin (jazz pianist)"
"2123","Etta Jones"
"2124","Jack McDuff"
"2125","Etta Jones"
"2126","Lorez Alexandria"
"2127","Etta Jones"
"2128","Stan Kenton"
"2129","Etta Jones"
"2130","Billie Holiday"
"2131","Etta Jones"
"2132","Ella Johnson"
"2133","Etta Jones"
"2134","Helen Humes"
"2135","Etta Jones"
"2136","Sonny Stitt"
"2137","Etta Jones"
"2138","Hot Lips Page"
"2139","Etta Jones"
"2140","Frank Wess"
"2141","Etta Jones"
"2142","Georgie Auld"
"2143","Etta Jones"
"2144","Kenny Burrell"
"2145","Etta Jones"
"2146","Nancy Wilson (jazz singer)"
"2147","Etta Jones"
"2148","Milt Hinton"
"2149","Etta Jones"
"2150","Budd Johnson"
"2151","Etta Jones"
"2152","Illinois Jacquet"
"2153","Etta Jones"
"2154","Della Griffin"
"2155","Etta Jones"
"2156","Earl Hines"
"2157","Etta Jones"
"2158","Art Blakey"
"2159","Etta Jones"
"2160","Cedar Walton"
"2161","Etta Jones"
"2162","Oliver Nelson"
"2163","Etta Jones"
"2164","Barney Bigard"
"2165","Etta Jones"
"2166","J. C. Heard"
"2167","Etta Jones"
"2168","Thelma Carpenter"
"2169","Etta Jones"
"2170","Andrew Kirk"
"2171","Etta Jones"
"2172","Benny Goodman"
"2173","Etta Jones"
"2174","Count Basie"
"2175","Etta Jones"
"2176","Lucky Millinder"
"2177","Etta Jones"
"2178","Roy Haynes"
"2179","Etta Jones"
"2180","Buddy Johnson"
"2181","Etta Jones"
"2182","Jo Jones"
"2183","Etta Jones"
"2184","Duke Ellington"
"2185","Herbie Hancock"
"2186","George Coleman"
"2187","Herbie Hancock"
"2188","George Shearing"
"2189","Herbie Hancock"
"2190","Gil Evans"
"2191","Herbie Hancock"
"2192","Donald Byrd"
"2193","Herbie Hancock"
"2194","Oscar Peterson"
"2195","Herbie Hancock"
"2196","Miles Davis"
"2197","Herbie Hancock"
"2198","Ron Carter"
"2199","Herbie Hancock"
"2200","Jo Jones"
"2201","Herbie Hancock"
"2202","Anthony Williams"
"2203","James Moody (saxophonist)"
"2204","Coleman Hawkins"
"2205","James Moody (saxophonist)"
"2206","Walter Fuller"
"2207","James Moody (saxophonist)"
"2208","Howard Johnson (jazz musician)"
"2209","James Moody (saxophonist)"
"2210","Ella Fitzgerald"
"2211","James Moody (saxophonist)"
"2212","Lester Young"
"2213","James Moody (saxophonist)"
"2214","Cecil Payne"
"2215","James Moody (saxophonist)"
"2216","Nathan Davis (saxophonist)"
"2217","James Moody (saxophonist)"
"2218","Eddie Jefferson"
"2219","James Moody (saxophonist)"
"2220","Tito Puente"
"2221","James Moody (saxophonist)"
"2222","Georgie Auld"
"2223","James Moody (saxophonist)"
"2224","King Pleasure"
"2225","James Moody (saxophonist)"
"2226","Milt Jackson"
"2227","James Moody (saxophonist)"
"2228","Charles McPherson (musician)"
"2229","James Moody (saxophonist)"
"2230","Dizzy Gillespie"
"2231","James Moody (saxophonist)"
"2232","Frank Sinatra"
"2233","James Moody (saxophonist)"
"2234","Ruth Brown"
"2235","James Moody (saxophonist)"
"2236","Nick Brignola"
"2237","James Moody (saxophonist)"
"2238","Charlie Parker"
"2239","James Moody (saxophonist)"
"2240","Mike Wofford"
"2241","James Moody (saxophonist)"
"2242","Charlie Barnet"
"2243","James Moody (saxophonist)"
"2244","Kenny Clarke"
"2245","James Moody (saxophonist)"
"2246","Thelonious Monk"
"2247","James Moody (saxophonist)"
"2248","Ray Brown (musician)"
"2249","James Moody (saxophonist)"
"2250","Gerald Wilson"
"2251","James Moody (saxophonist)"
"2252","Jimmy Dorsey"
"2253","James Moody (saxophonist)"
"2254","Fats Navarro"
"2255","James Moody (saxophonist)"
"2256","Ernie Henry"
"2257","Joe Williams (jazz singer)"
"2258","Coleman Hawkins"
"2259","Joe Williams (jazz singer)"
"2260","Bud Powell"
"2261","Joe Williams (jazz singer)"
"2262","Stan Getz"
"2263","Joe Williams (jazz singer)"
"2264","Stan Kenton"
"2265","Joe Williams (jazz singer)"
"2266","Billie Holiday"
"2267","Joe Williams (jazz singer)"
"2268","Erroll Garner"
"2269","Joe Williams (jazz singer)"
"2270","George Shearing"
"2271","Joe Williams (jazz singer)"
"2272","Lester Young"
"2273","Joe Williams (jazz singer)"
"2274","Thad Jones"
"2275","Joe Williams (jazz singer)"
"2276","Red Saunders (musician)"
"2277","Joe Williams (jazz singer)"
"2278","Norman Granz"
"2279","Joe Williams (jazz singer)"
"2280","Milt Hinton"
"2281","Joe Williams (jazz singer)"
"2282","Hank Jones"
"2283","Joe Williams (jazz singer)"
"2284","Frank Foster (musician)"
"2285","Joe Williams (jazz singer)"
"2286","Erskine Tate"
"2287","Joe Williams (jazz singer)"
"2288","Dizzy Gillespie"
"2289","Joe Williams (jazz singer)"
"2290","Lionel Hampton"
"2291","Joe Williams (jazz singer)"
"2292","Johnny Long (musician)"
"2293","Joe Williams (jazz singer)"
"2294","Bobby Troup"
"2295","Joe Williams (jazz singer)"
"2296","Buck Clayton"
"2297","Joe Williams (jazz singer)"
"2298","Zoot Sims"
"2299","Joe Williams (jazz singer)"
"2300","Mel Lewis"
"2301","Joe Williams (jazz singer)"
"2302","Woody Herman"
"2303","Joe Williams (jazz singer)"
"2304","Benny Carter"
"2305","Joe Williams (jazz singer)"
"2306","King Kolax"
"2307","Joe Williams (jazz singer)"
"2308","Gary Moore"
"2309","Joe Williams (jazz singer)"
"2310","Clark Terry"
"2311","Joe Williams (jazz singer)"
"2312","Andrew Kirk"
"2313","Joe Williams (jazz singer)"
"2314","Sarah Vaughan"
"2315","Joe Williams (jazz singer)"
"2316","Jimmie Noone"
"2317","Joe Williams (jazz singer)"
"2318","Count Basie"
"2319","Joe Williams (jazz singer)"
"2320","Paul Gonsalves"
"2321","Joe Williams (jazz singer)"
"2322","Billy Taylor (jazz bassist)"
"2323","Joe Williams (jazz singer)"
"2324","Shirley Horn"
"2325","Joe Williams (jazz singer)"
"2326","Harry Edison"
"2327","Joe Williams (jazz singer)"
"2328","Jimmy Jones (pianist)"
"2329","Joe Williams (jazz singer)"
"2330","Duke Ellington"
"2331","Milt Hinton"
"2332","Art Tatum"
"2333","Milt Hinton"
"2334","Lil Hardin Armstrong"
"2335","Milt Hinton"
"2336","Urbie Green"
"2337","Milt Hinton"
"2338","Bobby Rosengarden"
"2339","Milt Hinton"
"2340","Charlie Christian"
"2341","Milt Hinton"
"2342","Sonny Greer"
"2343","Milt Hinton"
"2344","Jack Teagarden"
"2345","Milt Hinton"
"2346","Zutty Singleton"
"2347","Milt Hinton"
"2348","Bucky Pizzarelli"
"2349","Milt Hinton"
"2350","Wilbur Ware"
"2351","Milt Hinton"
"2352","The King Sisters"
"2353","Milt Hinton"
"2354","John 5 (guitarist)"
"2355","Milt Hinton"
"2356","Roy Eldridge"
"2357","Milt Hinton"
"2358","Doc Cheatham"
"2359","Milt Hinton"
"2360","Claude Hopkins"
"2361","Milt Hinton"
"2362","Ben Webster"
"2363","Milt Hinton"
"2364","Helen Humes"
"2365","Milt Hinton"
"2366","Benny Green (pianist)"
"2367","Milt Hinton"
"2368","Jim Hall (musician)"
"2369","Milt Hinton"
"2370","Art Farmer"
"2371","Milt Hinton"
"2372","John Levy (musician)"
"2373","Milt Hinton"
"2374","Joe Williams (jazz singer)"
"2375","Milt Hinton"
"2376","Cootie Williams"
"2377","Milt Hinton"
"2378","Marian McPartland"
"2379","Milt Hinton"
"2380","Chu Berry"
"2381","Milt Hinton"
"2382","Israel Crosby"
"2383","Milt Hinton"
"2384","Lou Rawls"
"2385","Milt Hinton"
"2386","Mel Powell"
"2387","Milt Hinton"
"2388","Alberta Hunter"
"2389","Milt Hinton"
"2390","Hank Jones"
"2391","Milt Hinton"
"2392","Erskine Tate"
"2393","Milt Hinton"
"2394","Dizzy Gillespie"
"2395","Milt Hinton"
"2396","Budd Johnson"
"2397","Milt Hinton"
"2398","Illinois Jacquet"
"2399","Milt Hinton"
"2400","Lionel Hampton"
"2401","Milt Hinton"
"2402","Johnny Dodds"
"2403","Milt Hinton"
"2404","Al Hall (musician)"
"2405","Milt Hinton"
"2406","Charlie Parker"
"2407","Milt Hinton"
"2408","Ray Nance"
"2409","Milt Hinton"
"2410","Cab Calloway"
"2411","Milt Hinton"
"2412","Al Jolson"
"2413","Milt Hinton"
"2414","George Barnes (musician)"
"2415","Milt Hinton"
"2416","Charlie Shavers"
"2417","Milt Hinton"
"2418","Dorothy Donegan"
"2419","Milt Hinton"
"2420","Woody Herman"
"2421","Milt Hinton"
"2422","Kid Ory"
"2423","Milt Hinton"
"2424","John Benson Brooks"
"2425","Milt Hinton"
"2426","Fletcher Henderson"
"2427","Milt Hinton"
"2428","Billy Eckstine"
"2429","Milt Hinton"
"2430","Louis Armstrong"
"2431","Milt Hinton"
"2432","Earl Hines"
"2433","Milt Hinton"
"2434","Benny Carter"
"2435","Milt Hinton"
"2436","George Wein"
"2437","Milt Hinton"
"2438","Jay McShann"
"2439","Milt Hinton"
"2440","Teddy Wilson"
"2441","Milt Hinton"
"2442","Barney Bigard"
"2443","Milt Hinton"
"2444","Buddy Rich"
"2445","Milt Hinton"
"2446","Al Morgan (musician)"
"2447","Milt Hinton"
"2448","Dick Hyman"
"2449","Milt Hinton"
"2450","Johnny Hodges"
"2451","Milt Hinton"
"2452","Clark Terry"
"2453","Milt Hinton"
"2454","Joe Turner (jazz pianist)"
"2455","Milt Hinton"
"2456","Sarah Vaughan"
"2457","Milt Hinton"
"2458","Benny Goodman"
"2459","Milt Hinton"
"2460","Ahmad Jamal"
"2461","Milt Hinton"
"2462","Barry Galbraith"
"2463","Milt Hinton"
"2464","Count Basie"
"2465","Milt Hinton"
"2466","Bob Cranshaw"
"2467","Milt Hinton"
"2468","Sid Catlett"
"2469","Milt Hinton"
"2470","Eddie South"
"2471","Milt Hinton"
"2472","Jo Jones"
"2473","Milt Hinton"
"2474","Jon B."
"2475","Milt Hinton"
"2476","Jimmy Jones (pianist)"
"2477","Milt Hinton"
"2478","Duke Ellington"
"2479","Ray Drummond"
"2480","Ornette Coleman"
"2481","Ray Drummond"
"2482","John Lewis (pianist)"
"2483","Ray Drummond"
"2484","Rufus Reid"
"2485","Ray Drummond"
"2486","Steve Nelson (vibraphonist)"
"2487","Ray Drummond"
"2488","Jimmy Cobb"
"2489","Ray Drummond"
"2490","Ray Bryant"
"2491","Ray Drummond"
"2492","Kenny Werner"
"2493","Ray Drummond"
"2494","Bill Mays"
"2495","Ray Drummond"
"2496","Wynton Kelly"
"2497","Ray Drummond"
"2498","Billy Hart"
"2499","Ray Drummond"
"2500","Steve Turre"
"2501","Ray Drummond"
"2502","Tom Harrell"
"2503","Ray Drummond"
"2504","Percy Heath"
"2505","Ray Drummond"
"2506","Milt Jackson"
"2507","Ray Drummond"
"2508","Tony Scott (musician)"
"2509","Ray Drummond"
"2510","Kenny Barron"
"2511","Ray Drummond"
"2512","Kenny G"
"2513","Ray Drummond"
"2514","Hank Jones"
"2515","Ray Drummond"
"2516","Miles Davis"
"2517","Ray Drummond"
"2518","That 1 Guy"
"2519","Ray Drummond"
"2520","Ron Carter"
"2521","Ray Drummond"
"2522","Charlie Parker"
"2523","Ray Drummond"
"2524","Kenny Clarke"
"2525","Ray Drummond"
"2526","John Hicks (jazz pianist)"
"2527","Ray Drummond"
"2528","Don Pullen"
"2529","Ray Drummond"
"2530","Paul Motian"
"2531","Ray Drummond"
"2532","Charles Mingus"
"2533","Ray Drummond"
"2534","Mickey Roker"
"2535","Ray Drummond"
"2536","Billy Higgins"
"2537","Ray Drummond"
"2538","Scott LaFaro"
"2539","Ray Drummond"
"2540","Philly Joe Jones"
"2541","Ray Drummond"
"2542","Bobby Hutcherson"
"2543","Ray Drummond"
"2544","Ray Brown (musician)"
"2545","Ray Drummond"
"2546","Johnny Hodges"
"2547","Ray Drummond"
"2548","Clifford Brown"
"2549","Ray Drummond"
"2550","Fats Waller"
"2551","Ray Drummond"
"2552","Cecil McBee"
"2553","Ray Drummond"
"2554","Dave Holland (drummer)"
"2555","Ray Drummond"
"2556","Bill Evans"
"2557","Ray Drummond"
"2558","Junior Mance"
"2559","Ray Drummond"
"2560","Chet Baker"
"2561","Ray Drummond"
"2562","Duke Ellington"
"2563","Benny Golson"
"2564","Al Jarreau"
"2565","Benny Golson"
"2566","Art Tatum"
"2567","Benny Golson"
"2568","Johnny Griffin"
"2569","Benny Golson"
"2570","Quincy Jones"
"2571","Benny Golson"
"2572","Eric Dolphy"
"2573","Benny Golson"
"2574","Robin Eubanks"
"2575","Benny Golson"
"2576","Steve Davis (trombonist)"
"2577","Benny Golson"
"2578","Coleman Hawkins"
"2579","Benny Golson"
"2580","Bud Powell"
"2581","Benny Golson"
"2582","James Williams (musician)"
"2583","Benny Golson"
"2584","Stan Getz"
"2585","Benny Golson"
"2586","Bob Cooper (musician)"
"2587","Benny Golson"
"2588","Chubby Jackson"
"2589","Benny Golson"
"2590","Lucky Thompson"
"2591","Benny Golson"
"2592","Rufus Reid"
"2593","Benny Golson"
"2594","Zutty Singleton"
"2595","Benny Golson"
"2596","Oscar Brown"
"2597","Benny Golson"
"2598","Lee Morgan"
"2599","Benny Golson"
"2600","Slam Stewart"
"2601","Benny Golson"
"2602","Arnett Cobb"
"2603","Benny Golson"
"2604","Wynton Marsalis"
"2605","Benny Golson"
"2606","Leo Parker"
"2607","Benny Golson"
"2608","Peter Washington"
"2609","Benny Golson"
"2610","Idrees Sulieman"
"2611","Benny Golson"
"2612","Curley Russell"
"2613","Benny Golson"
"2614","Alan Dawson"
"2615","Benny Golson"
"2616","Billie Holiday"
"2617","Benny Golson"
"2618","Erroll Garner"
"2619","Benny Golson"
"2620","Kevin Mahogany"
"2621","Benny Golson"
"2622","Carmen McRae"
"2623","Benny Golson"
"2624","Ray Bryant"
"2625","Benny Golson"
"2626","Freddie Hubbard"
"2627","Benny Golson"
"2628","Lester Young"
"2629","Benny Golson"
"2630","Claude Thornhill"
"2631","Benny Golson"
"2632","Buster Williams"
"2633","Benny Golson"
"2634","Ben Webster"
"2635","Benny Golson"
"2636","Eric Gale"
"2637","Benny Golson"
"2638","John Coltrane"
"2639","Benny Golson"
"2640","Donald Harrison"
"2641","Benny Golson"
"2642","Art Farmer"
"2643","Benny Golson"
"2644","Cecil Payne"
"2645","Benny Golson"
"2646","Wynton Kelly"
"2647","Benny Golson"
"2648","Gil Evans"
"2649","Benny Golson"
"2650","Al Harewood"
"2651","Benny Golson"
"2652","Jackie McLean"
"2653","Benny Golson"
"2654","Jon Hendricks"
"2655","Benny Golson"
"2656","Frank Wess"
"2657","Benny Golson"
"2658","Dennis Sandole"
"2659","Benny Golson"
"2660","Grachan Moncur III"
"2661","Benny Golson"
"2662","Mickey Tucker"
"2663","Benny Golson"
"2664","J. J. Johnson"
"2665","Benny Golson"
"2666","Percy Heath"
"2667","Benny Golson"
"2668","Donald Byrd"
"2669","Benny Golson"
"2670","Norman Granz"
"2671","Benny Golson"
"2672","King Pleasure"
"2673","Benny Golson"
"2674","Jay Johnson (singer)"
"2675","Benny Golson"
"2676","Nat Towles"
"2677","Benny Golson"
"2678","Butch Ballard"
"2679","Benny Golson"
"2680","Milt Jackson"
"2681","Benny Golson"
"2682","Tommy Potter"
"2683","Benny Golson"
"2684","Kenny Dorham"
"2685","Benny Golson"
"2686","Johnny Coles"
"2687","Benny Golson"
"2688","Wayne Shorter"
"2689","Benny Golson"
"2690","Dexter Gordon"
"2691","Benny Golson"
"2692","Reggie Workman"
"2693","Benny Golson"
"2694","Al McKibbon"
"2695","Benny Golson"
"2696","Kenny Barron"
"2697","Benny Golson"
"2698","Ray Brown Jr."
"2699","Benny Golson"
"2700","Hank Mobley"
"2701","Benny Golson"
"2702","Mike LeDonne"
"2703","Benny Golson"
"2704","Kenny G"
"2705","Benny Golson"
"2706","Hank Jones"
"2707","Benny Golson"
"2708","Miles Davis"
"2709","Benny Golson"
"2710","http://dbpedia.org/resource/Grachan_Moncur_II"
"2711","Benny Golson"
"2712","Dizzy Gillespie"
"2713","Benny Golson"
"2714","Charlie Persip"
"2715","Benny Golson"
"2716","That 1 Guy"
"2717","Benny Golson"
"2718","Jymie Merritt"
"2719","Benny Golson"
"2720","Ruth Brown"
"2721","Benny Golson"
"2722","Bruce Lundvall"
"2723","Benny Golson"
"2724","Red Rodney"
"2725","Benny Golson"
"2726","Illinois Jacquet"
"2727","Benny Golson"
"2728","Ron Carter"
"2729","Benny Golson"
"2730","Eddie Henderson (musician)"
"2731","Benny Golson"
"2732","Lionel Hampton"
"2733","Benny Golson"
"2734","Al Haig"
"2735","Benny Golson"
"2736","Dave Bailey (musician)"
"2737","Benny Golson"
"2738","Spud Murphy"
"2739","Benny Golson"
"2740","Charlie Parker"
"2741","Benny Golson"
"2742","Charlie Barnet"
"2743","Benny Golson"
"2744","Bobby Timmons"
"2745","Benny Golson"
"2746","Jimmy Owens (musician)"
"2747","Benny Golson"
"2748","Kenny Clarke"
"2749","Benny Golson"
"2750","Julius Watkins"
"2751","Benny Golson"
"2752","Sahib Shihab"
"2753","Benny Golson"
"2754","Al Sears"
"2755","Benny Golson"
"2756","Warren Smith (jazz percussionist)"
"2757","Benny Golson"
"2758","Cecil Bridgewater"
"2759","Benny Golson"
"2760","Jimmy Cleveland"
"2761","Benny Golson"
"2762","Red Garland"
"2763","Benny Golson"
"2764","Horace Silver"
"2765","Benny Golson"
"2766","Tiny Grimes"
"2767","Benny Golson"
"2768","Max Roach"
"2769","Benny Golson"
"2770","James Moody (saxophonist)"
"2771","Benny Golson"
"2772","B.B. King"
"2773","Benny Golson"
"2774","Bill Hardman"
"2775","Benny Golson"
"2776","Tom McIntosh"
"2777","Benny Golson"
"2778","King Curtis"
"2779","Benny Golson"
"2780","http://dbpedia.org/resource/Willie_""The_Lion""_Smith"
"2781","Benny Golson"
"2782","Shelly Manne"
"2783","Benny Golson"
"2784","Woody Herman"
"2785","Benny Golson"
"2786","Mary Lou Williams"
"2787","Benny Golson"
"2788","Tony Reedus"
"2789","Benny Golson"
"2790","McCoy Tyner"
"2791","Benny Golson"
"2792","Billy Eckstine"
"2793","Benny Golson"
"2794","Louis Armstrong"
"2795","Benny Golson"
"2796","Tommy Dorsey"
"2797","Benny Golson"
"2798","Thelonious Monk"
"2799","Benny Golson"
"2800","Jimmy Garrison"
"2801","Benny Golson"
"2802","Art Blakey"
"2803","Benny Golson"
"2804","Nelson Boyd"
"2805","Benny Golson"
"2806","Addison Farmer"
"2807","Benny Golson"
"2808","Benny Carter"
"2809","Benny Golson"
"2810","Tony Bennett"
"2811","Benny Golson"
"2812","Ray Drummond"
"2813","Benny Golson"
"2814","Philly Joe Jones"
"2815","Benny Golson"
"2816","Kaiser Marshall"
"2817","Benny Golson"
"2818","Odean Pope"
"2819","Benny Golson"
"2820","Cedar Walton"
"2821","Benny Golson"
"2822","Ray Brown (musician)"
"2823","Benny Golson"
"2824","Oliver Nelson"
"2825","Benny Golson"
"2826","Buddy Rich"
"2827","Benny Golson"
"2828","Gerald Wilson"
"2829","Benny Golson"
"2830","Billy Mitchell (jazz musician)"
"2831","Benny Golson"
"2832","Doug Watkins"
"2833","Benny Golson"
"2834","Don Byas"
"2835","Benny Golson"
"2836","Carl Allen (drummer)"
"2837","Benny Golson"
"2838","Mulgrew Miller"
"2839","Benny Golson"
"2840","Johnny Hodges"
"2841","Benny Golson"
"2842","Billy Strayhorn"
"2843","Benny Golson"
"2844","Woody Allen"
"2845","Benny Golson"
"2846","Clifford Brown"
"2847","Benny Golson"
"2848","Junior Walker"
"2849","Benny Golson"
"2850","Chick Corea"
"2851","Benny Golson"
"2852","Curtis Fuller"
"2853","Benny Golson"
"2854","Abbey Lincoln"
"2855","Benny Golson"
"2856","Fats Navarro"
"2857","Benny Golson"
"2858","Betty Carter"
"2859","Benny Golson"
"2860","Sarah Vaughan"
"2861","Benny Golson"
"2862","Benny Goodman"
"2863","Benny Golson"
"2864","George Tucker (musician)"
"2865","Benny Golson"
"2866","Bill Evans"
"2867","Benny Golson"
"2868","Glenn Miller"
"2869","Benny Golson"
"2870","Count Basie"
"2871","Benny Golson"
"2872","Tadd Dameron"
"2873","Benny Golson"
"2874","Billy Taylor (jazz bassist)"
"2875","Benny Golson"
"2876","Shirley Horn"
"2877","Benny Golson"
"2878","Gigi Gryce"
"2879","Benny Golson"
"2880","Roy Haynes"
"2881","Benny Golson"
"2882","Terence Blanchard"
"2883","Benny Golson"
"2884","Lawrence Brown (jazz trombonist)"
"2885","Benny Golson"
"2886","Harold Mabern"
"2887","Benny Golson"
"2888","Earl Bostic"
"2889","Benny Golson"
"2890","John Malachi"
"2891","Benny Golson"
"2892","Chet Baker"
"2893","Benny Golson"
"2894","Dinah Washington"
"2895","Benny Golson"
"2896","Jo Jones"
"2897","Benny Golson"
"2898","Jon B."
"2899","Benny Golson"
"2900","Duke Ellington"
"2901","Buddy DeFranco"
"2902","Ray McKinley"
"2903","Buddy DeFranco"
"2904","Art Tatum"
"2905","Buddy DeFranco"
"2906","Pee Wee Kirkland"
"2907","Buddy DeFranco"
"2908","George Handy"
"2909","Buddy DeFranco"
"2910","Elliot Lawrence"
"2911","Buddy DeFranco"
"2912","Gus Johnson (jazz musician)"
"2913","Buddy DeFranco"
"2914","Bud Powell"
"2915","Buddy DeFranco"
"2916","Sidney Bechet"
"2917","Buddy DeFranco"
"2918","Stan Getz"
"2919","Buddy DeFranco"
"2920","Buddy Arnold"
"2921","Buddy DeFranco"
"2922","Pete Candoli"
"2923","Buddy DeFranco"
"2924","Lucky Thompson"
"2925","Buddy DeFranco"
"2926","Bernie Glow"
"2927","Buddy DeFranco"
"2928","Eddie Daniels"
"2929","Buddy DeFranco"
"2930","Neal Hefti"
"2931","Buddy DeFranco"
"2932","Stan Kenton"
"2933","Buddy DeFranco"
"2934","Oscar Pettiford"
"2935","Buddy DeFranco"
"2936","Roy Eldridge"
"2937","Buddy DeFranco"
"2938","George Shearing"
"2939","Buddy DeFranco"
"2940","Ella Fitzgerald"
"2941","Buddy DeFranco"
"2942","Thad Jones"
"2943","Buddy DeFranco"
"2944","Ben Webster"
"2945","Buddy DeFranco"
"2946","Wardell Gray"
"2947","Buddy DeFranco"
"2948","John Levy (musician)"
"2949","Buddy DeFranco"
"2950","Sandy Block"
"2951","Buddy DeFranco"
"2952","Kai Winding"
"2953","Buddy DeFranco"
"2954","Pee Wee Russell"
"2955","Buddy DeFranco"
"2956","Jamey Aebersold"
"2957","Buddy DeFranco"
"2958","Kenny Drew Jr."
"2959","Buddy DeFranco"
"2960","Oscar Peterson"
"2961","Buddy DeFranco"
"2962","Norman Granz"
"2963","Buddy DeFranco"
"2964","Jimmy Hamilton"
"2965","Buddy DeFranco"
"2966","Milt Jackson"
"2967","Buddy DeFranco"
"2968","Pee Wee Moore"
"2969","Buddy DeFranco"
"2970","Terry Gibbs"
"2971","Buddy DeFranco"
"2972","Jeff Hamilton (drummer)"
"2973","Buddy DeFranco"
"2974","Nancy Wilson (jazz singer)"
"2975","Buddy DeFranco"
"2976","Ray Brown Jr."
"2977","Buddy DeFranco"
"2978","Miles Davis"
"2979","Buddy DeFranco"
"2980","Dizzy Gillespie"
"2981","Buddy DeFranco"
"2982","Benny Golson"
"2983","Buddy DeFranco"
"2984","Frank Tiberi"
"2985","Buddy DeFranco"
"2986","Louie Bellson"
"2987","Buddy DeFranco"
"2988","Red Rodney"
"2989","Buddy DeFranco"
"2990","Lionel Hampton"
"2991","Buddy DeFranco"
"2992","Gene Krupa"
"2993","Buddy DeFranco"
"2994","Charlie Parker"
"2995","Buddy DeFranco"
"2996","Charlie Barnet"
"2997","Buddy DeFranco"
"2998","Lennie Tristano"
"2999","Buddy DeFranco"
"3000","Herb Ellis"
"3001","Buddy DeFranco"
"3002","Max Roach"
"3003","Buddy DeFranco"
"3004","Kenny Drew"
"3005","Buddy DeFranco"
"3006","Bob Bates (musician)"
"3007","Buddy DeFranco"
"3008","Joe Wilder"
"3009","Buddy DeFranco"
"3010","Charlie Shavers"
"3011","Buddy DeFranco"
"3012","Sonny Clark"
"3013","Buddy DeFranco"
"3014","Mel Lewis"
"3015","Buddy DeFranco"
"3016","Sy Oliver"
"3017","Buddy DeFranco"
"3018","Bill Finegan"
"3019","Buddy DeFranco"
"3020","Freddie Green"
"3021","Buddy DeFranco"
"3022","Tommy Dorsey"
"3023","Buddy DeFranco"
"3024","Art Blakey"
"3025","Buddy DeFranco"
"3026","J. J. Johnson"
"3027","Buddy DeFranco"
"3028","Benny Carter"
"3029","Buddy DeFranco"
"3030","Teddy Wilson"
"3031","Buddy DeFranco"
"3032","Ray Brown (musician)"
"3033","Buddy DeFranco"
"3034","Buddy Rich"
"3035","Buddy DeFranco"
"3036","Clark Terry"
"3037","Buddy DeFranco"
"3038","Artie Shaw"
"3039","Buddy DeFranco"
"3040","Ken Peplowski"
"3041","Buddy DeFranco"
"3042","Fats Waller"
"3043","Buddy DeFranco"
"3044","Sarah Vaughan"
"3045","Buddy DeFranco"
"3046","Benny Goodman"
"3047","Buddy DeFranco"
"3048","Glenn Miller"
"3049","Buddy DeFranco"
"3050","Count Basie"
"3051","Buddy DeFranco"
"3052","Denzil Best"
"3053","Buddy DeFranco"
"3054","Eugene Wright"
"3055","Buddy DeFranco"
